         654801 function calls (647944 primitive calls) in 280.122 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      666    0.002    0.000    0.004    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/numpy/core/_ufunc_config.py:33(seterr)
       84    0.000    0.000    0.004    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:434(adjoin)
      231    0.001    0.000    0.004    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/missing.py:455(array_equivalent)
       18    0.000    0.000    0.004    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/common.py:137(__exit__)
      283    0.001    0.000    0.004    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:4963(_get_engine_target)
     4587    0.003    0.000    0.004    0.000 {pandas._libs.lib.is_list_like}
    25702    0.004    0.000    0.004    0.000 <frozen codecs>:331(getstate)
       84    0.001    0.000    0.004    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/printing.py:27(adjoin)
      677    0.002    0.000    0.004    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexing.py:2609(check_dict_or_set_indexers)
      134    0.001    0.000    0.004    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:2012(<listcomp>)
    12716    0.003    0.000    0.004    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:428(len)
      880    0.001    0.000    0.004    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:431(justify)
      139    0.000    0.000    0.004    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:2636(inferred_type)
      733    0.003    0.000    0.004    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:640(_simple_new)
     1023    0.001    0.000    0.004    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/common.py:158(is_object_dtype)
      173    0.001    0.000    0.004    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2955(prod)
      452    0.004    0.000    0.004    0.000 {built-in method numpy.array}
       28    0.000    0.000    0.004    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/series.py:3075(_construct_result)
       26    0.001    0.000    0.004    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/common.py:285(_get_filepath_or_buffer)
      259    0.000    0.000    0.004    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:479(get_adjustment)
        2    0.000    0.000    0.004    0.002 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:3504(_difference)
      698    0.001    0.000    0.004    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/printing.py:164(pprint_thing)
      178    0.000    0.000    0.004    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/generic.py:1665(<genexpr>)
       44    0.000    0.000    0.004    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/missing.py:553(_array_equivalent_object)
      422    0.002    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/numpy/core/_dtype.py:344(_name_get)
       45    0.001    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/numpy/lib/index_tricks.py:329(__getitem__)
      393    0.001    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/warnings.py:165(simplefilter)
      665    0.001    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/base.py:286(is_dtype)
       44    0.003    0.000    0.003    0.000 {pandas._libs.lib.array_equivalent_object}
       16    0.000    0.000    0.003    0.000 {method 'min' of 'numpy.ndarray' objects}
       24    0.003    0.000    0.003    0.000 {pandas._libs.algos.ensure_int16}
      880    0.001    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/printing.py:62(justify)
        2    0.000    0.000    0.003    0.002 <frozen importlib._bootstrap>:666(_load_unlocked)
       16    0.000    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/numpy/core/_methods.py:43(_amin)
       77    0.000    0.000    0.003    0.000 <__array_function__ internals>:177(all)
     1182    0.001    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1631(validate_all_hashable)
        2    0.000    0.000    0.003    0.002 <frozen importlib._bootstrap_external>:934(exec_module)
     4400    0.002    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:1938(just)
        8    0.000    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:3410(_intersection_via_get_indexer)
       16    0.000    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/arraylike.py:192(__sub__)
     4840    0.002    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:1929(<genexpr>)
       16    0.000    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/apply.py:1145(reconstruct_func)
       29    0.000    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/reshape/concat.py:638(_get_comb_axis)
        5    0.000    0.000    0.003    0.001 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/groupby/groupby.py:1728(count)
        1    0.000    0.000    0.003    0.003 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/apply.py:1232(normalize_keyword_aggregation)
3357/3285    0.003    0.000    0.003    0.000 {built-in method numpy.asarray}
       39    0.000    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:564(__init__)
       10    0.000    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/frame.py:6740(<listcomp>)
      534    0.003    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/blocks.py:230(make_block_same_class)
      471    0.001    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/common.py:460(is_categorical_dtype)
      333    0.001    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/numpy/core/_ufunc_config.py:430(__enter__)
      600    0.001    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/managers.py:223(set_axis)
        5    0.000    0.000    0.003    0.001 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/generic.py:9040(rank)
     1247    0.002    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1435(_is_dtype)
      789    0.001    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:7167(maybe_extract_name)
       47    0.000    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexing.py:2476(check_bool_indexer)
        5    0.000    0.000    0.003    0.001 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/generic.py:9155(ranker)
      447    0.002    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/base.py:494(find)
        2    0.000    0.000    0.003    0.001 <__array_function__ internals>:177(setdiff1d)
       29    0.000    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/api.py:68(get_objs_combined_axis)
      398    0.001    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:905(_get_formatter)
       21    0.000    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/strings/accessor.py:242(_wrap_result)
       10    0.000    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/generic.py:11311(any)
     2335    0.002    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/_config/config.py:596(_get_root)
       77    0.000    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2432(all)
       94    0.001    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:3849(_check_indexing_method)
       40    0.000    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:1520(format_with_na_rep)
       10    0.000    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/generic.py:11010(any)
      832    0.002    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2305(maybe_coerce_values)
        1    0.000    0.000    0.003    0.003 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/frame.py:5313(rename)
      430    0.001    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/warnings.py:181(_add_filter)
        5    0.000    0.000    0.003    0.001 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/groupby/groupby.py:1746(hfunc)
       16    0.000    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/groupby/ops.py:899(ngroups)
       58    0.002    0.000    0.003    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/numpy/core/_asarray.py:31(require)
     9399    0.002    0.000    0.003    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.003    0.003 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/arraylike.py:208(__truediv__)
        2    0.000    0.000    0.003    0.001 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/numpy/lib/arraysetops.py:939(setdiff1d)
        1    0.000    0.000    0.003    0.003 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/frame.py:5730(set_index)
      259    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/base.py:54(shape)
        2    0.000    0.000    0.002    0.001 <__array_function__ internals>:177(in1d)
        3    0.000    0.000    0.002    0.001 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:2140(info)
      456    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1127(is_numeric_dtype)
      207    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/blocks.py:213(make_block)
       16    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/groupby/ops.py:910(result_index)
     1264    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/series.py:718(_values)
        5    0.002    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/algorithms.py:1009(rank)
        3    0.000    0.000    0.002    0.001 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:1479(info)
     2272    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/_config/config.py:649(_warn_if_deprecated)
       35    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:2701(hasnans)
       44    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(insert)
       10    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/arraylike.py:58(__ge__)
     1401    0.002    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/generic.py:523(_get_axis)
      333    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/numpy/core/_ufunc_config.py:435(__exit__)
        3    0.000    0.000    0.002    0.001 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:1610(_log)
       29    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/api.py:112(_get_combined_index)
        1    0.000    0.000    0.002    0.002 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/reshape/concat.py:712(_make_concat_multiindex)
       12    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:6574(delete)
        1    0.000    0.000    0.002    0.002 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/generic.py:973(_rename)
     1450    0.002    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/flags.py:49(__init__)
      114    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/generic.py:453(_validate_dtype)
       40    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/__init__.py:225(compile)
       27    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/ops/array_ops.py:142(_na_arithmetic_op)
        2    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap_external>:1007(get_code)
       91    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:3804(_get_indexer)
      774    0.002    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2334(get_block_type)
      600    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/base.py:58(_validate_set_axis)
       44    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/numpy/lib/function_base.py:5250(insert)
        2    0.000    0.000    0.002    0.001 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/generic.py:1422(__neg__)
       18    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/common.py:589(check_parent_directory)
       65    0.002    0.000    0.002    0.000 {method 'get_slice' of 'pandas._libs.internals.BlockManager' objects}
     4607    0.002    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/_config/config.py:610(_get_deprecated_option)
       37    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/groupby/generic.py:1773(_gotitem)
       96    0.001    0.000    0.002    0.000 {method '_rebuild_blknos_and_blklocs' of 'pandas._libs.internals.BlockManager' objects}
      710    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/array_algos/take.py:325(_get_take_nd_function)
       16    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/concat.py:33(concat_compat)
     1412    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/inference.py:189(is_array_like)
     1501    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/series.py:621(name)
       26    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:4059(_convert_slice_indexer)
       10    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/series.py:5540(isna)
     2759    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/inference.py:328(is_hashable)
       39    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexing.py:1660(_get_slice_axis)
      137    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/nanops.py:1500(_maybe_null_out)
       40    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:1523(<listcomp>)
      516    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/series.py:1314(_set_as_cached)
       10    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/generic.py:7878(isna)
       17    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/ops/array_ops.py:191(arithmetic_op)
       96    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/algorithms.py:106(_ensure_data)
       12    0.001    0.000    0.002    0.000 <__array_function__ internals>:177(delete)
      978    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/construction.py:644(_sanitize_ndim)
      128    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:1618(_format_strings)
       24    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/frame.py:11602(_reindex_for_setitem)
      120    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/construction.py:714(_try_cast)
      220    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/api.py:367(default_index)
        2    0.000    0.000    0.002    0.001 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/generic.py:1424(blk_func)
        2    0.000    0.000    0.002    0.001 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/multi.py:204(new_meth)
       27    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/computation/expressions.py:223(evaluate)
     2630    0.002    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/_config/__init__.py:33(using_copy_on_write)
       47    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexers/utils.py:421(check_array_indexer)
     2335    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/_config/config.py:637(_translate_key)
        2    0.000    0.000    0.002    0.001 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/multi.py:518(from_tuples)
        2    0.002    0.001    0.002    0.001 {built-in method _operator.inv}
      613    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexing.py:1571(_validate_integer)
     1749    0.002    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/common.py:147(classes_and_not_datetimelike)
       27    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/computation/expressions.py:64(_evaluate_standard)
      487    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/inference.py:267(is_dict_like)
      816    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/managers.py:167(blknos)
      273    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/range.py:166(_simple_new)
       43    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:2688(_isnan)
        2    0.001    0.000    0.002    0.001 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/numpy/lib/arraysetops.py:524(in1d)
      137    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/nanops.py:1548(check_below_min_count)
      124    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/common.py:422(is_interval_dtype)
     1749    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/common.py:152(<lambda>)
      128    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:1624(<listcomp>)
        5    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/arrays/categorical.py:2541(factorize_from_iterable)
      400    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:1476(base_formatter)
      430    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/warnings.py:466(__enter__)
      259    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:425(__init__)
     4149    0.001    0.000    0.002    0.000 {built-in method builtins.hasattr}
       21    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:487(get_dataframe_repr_params)
       42    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:951(<listcomp>)
     2540    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:875(__len__)
     1264    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/managers.py:2011(internal_values)
      658    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2401(check_ndim)
     2376    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1650(<genexpr>)
      182    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:450(_engine_type)
      290    0.001    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/managers.py:982(__init__)
       12    0.000    0.000    0.002    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/common.py:261(index_labels_to_array)
        2    0.000    0.000    0.002    0.001 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/frame.py:5502(pop)
        2    0.000    0.000    0.002    0.001 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/generic.py:852(pop)
       22    0.000    0.000    0.001    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/multi.py:314(__new__)
        1    0.001    0.001    0.001    0.001 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:7183(get_unanimous_names)
       12    0.000    0.000    0.001    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/groupby/ops.py:703(shape)
        2    0.000    0.000    0.001    0.001 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/multi.py:447(from_arrays)
     1332    0.001    0.000    0.001    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1077(needs_i8_conversion)
      534    0.001    0.000    0.001    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/printing.py:71(<listcomp>)
       26    0.000    0.000    0.001    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/common.py:141(is_url)
      290    0.001    0.000    0.001    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/cast.py:1573(construct_1d_object_array_from_listlike)
     3508    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
       42    0.000    0.000    0.001    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:976(<listcomp>)
      775    0.000    0.000    0.001    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/base.py:56(<genexpr>)
       36    0.000    0.000    0.001    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/groupby/ops.py:705(<genexpr>)
       21    0.000    0.000    0.001    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/accessor.py:220(__get__)
        1    0.001    0.001    0.001    0.001 {built-in method _operator.truediv}
