         654801 function calls (647944 primitive calls) in 280.122 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       16    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/multi.py:800(<listcomp>)
       46    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/managers.py:1819(<listcomp>)
     1332    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
      213    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/frame.py:1489(__len__)
       21    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/console.py:54(in_interactive_session)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:1509(__and__)
      161    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/base.py:46(__len__)
      921    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexing.py:2625(<genexpr>)
       88    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(ravel)
       21    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/series.py:759(array)
      613    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexing.py:930(_validate_key_length)
     1329    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_platform_int}
       65    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/arrays/categorical.py:733(codes)
       43    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:1671(_set_names)
      110    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/apply.py:991(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
        2    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:3523(_wrap_difference_result)
       37    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/groupby/grouper.py:1026(_convert_grouper)
     1336    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/flags.py:53(allows_duplicate_labels)
      219    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/managers.py:2175(_grouping_func)
       21    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/managers.py:2015(array_values)
     2250    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/generic.py:5408(_reindex_with_indexers)
        4    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/cast.py:1468(<genexpr>)
      777    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/blocks.py:479(dtype)
       44    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/managers.py:2314(_fast_count_smallints)
       84    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:653(show_row_idx_names)
       63    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:629(is_truncated)
      611    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1240(<lambda>)
       41    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:5205(_getitem_slice)
       18    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/csvs.py:222(encoded_labels)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:292(__init__)
       83    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:2678(_na_value)
       86    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/multi.py:781(__len__)
        2    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/dtypes.py:911(construct_from_string)
       19    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/multi.py:3454(equals)
       84    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/groupby/groupby.py:946(__getattr__)
     2254    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:2256(cast)
       21    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2105(array_values)
       22    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/base.py:229(construct_from_string)
      308    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/common.py:306(is_null_slice)
       21    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/_config/config.py:446(__exit__)
     1041    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:1582(name)
     1059    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/managers.py:1944(_block)
       40    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:953(view)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
        8    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/parsers/c_parser_wrapper.py:194(close)
        8    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/parsers/base_parser.py:178(_validate_parse_dates_presence)
       26    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/common.py:273(is_fsspec_url)
       39    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:665(_initialize_sparsify)
      123    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:637(is_truncated_vertically)
      156    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/frozen.py:73(__getitem__)
      265    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/numpy/core/fromnumeric.py:70(<dictcomp>)
       28    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/reshape/merge.py:938(<genexpr>)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1572(copy_with)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:920(find_spec)
       21    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/copy.py:66(copy)
      422    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/numpy/core/_dtype.py:24(_kind_name)
       66    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/multi.py:827(<genexpr>)
        8    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(sort)
     1395    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_iterator}
      705    0.000    0.000    0.000    0.000 {pandas._libs.lib.item_from_zerodim}
       25    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/sorting.py:227(is_int64_overflow_possible)
       10    0.000    0.000    0.000    0.000 {built-in method _operator.ge}
        8    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/parsers/readers.py:1856(_stringify_na_values)
       37    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/warnings.py:130(filterwarnings)
       48    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/managers.py:2323(_preprocess_slice_or_indexer)
        1    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/common.py:1172(_get_binary_io_classes)
      782    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
       21    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/frame.py:1075(_info_repr)
       60    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:791(truncate)
        1    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/compat/_optional.py:91(import_optional_dependency)
        2    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/arrays/string_.py:126(construct_from_string)
       45    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/ops/common.py:108(_maybe_match_name)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/__init__.py:108(import_module)
       63    0.000    0.000    0.000    0.000 {built-in method posix.get_terminal_size}
      771    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/managers.py:183(blklocs)
      163    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/frame.py:4240(_clear_item_cache)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1192(_gcd_import)
     1606    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_float}
      166    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/compat/numpy/function.py:60(__call__)
        2    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/managers.py:1281(_iset_split_block)
        8    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/parsers/base_parser.py:855(_do_date_conversions)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:449(_parse_sub)
       78    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/base.py:122(_reset_cache)
       44    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/multi.py:3881(_coerce_indexer_frozen)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1353(__init__)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_compiler.py:571(_code)
      220    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:1334(__init__)
     1125    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/numpy/core/multiarray.py:1079(copyto)
      285    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/construction.py:636(_sanitize_non_ordered)
       32    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/cast.py:264(maybe_downcast_to_dtype)
      172    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/concat.py:76(<genexpr>)
        5    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:388(_inner_indexer)
       18    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/apply.py:1425(maybe_mangle_lambdas)
       60    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/contextlib.py:132(__enter__)
       60    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/contextlib.py:104(__init__)
       26    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/reshape/merge.py:2567(_validate_operand)
     1031    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       16    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/apply.py:433(<listcomp>)
       21    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/console.py:65(check_main)
      222    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/common.py:275(is_datetime64_dtype)
       17    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/construction.py:469(<listcomp>)
       13    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:3406(_wrap_intersection_result)
       42    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/generic.py:1882(__iter__)
      458    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/common.py:705(<lambda>)
      614    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexing.py:1569(<genexpr>)
     1415    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       11    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/managers.py:2288(<listcomp>)
        8    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/parsers/c_parser_wrapper.py:201(_set_noconvert_columns)
        1    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/base.py:1146(factorize)
       10    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:1175(copy)
        8    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/common.py:1219(dedup_names)
        8    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
        1    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/common.py:521(get_rename_function)
      921    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexing.py:879(<genexpr>)
       32    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/groupby/ops.py:286(_get_out_dtype)
       78    0.000    0.000    0.000    0.000 <frozen posixpath>:229(expanduser)
      440    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:1588(<genexpr>)
       21    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/arrays/numpy_.py:79(__init__)
       84    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:645(has_index_names)
       42    0.000    0.000    0.000    0.000 {pandas._libs.missing.is_float_nan}
       58    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/numpy/core/_asarray.py:112(<setcomp>)
       26    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/reshape/merge.py:2563(_any)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:509(_parse)
        8    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/parsers/readers.py:1414(_get_options_with_defaults)
        2    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/blocks.py:1505(delete)
     1290    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       88    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1781(ravel)
      210    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/base.py:166(__setattr__)
      501    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/generic.py:623(ndim)
      356    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:879(<genexpr>)
      126    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:2022(_has_names)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1647(__getitem__)
      126    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/apply.py:103(__init__)
        5    0.000    0.000    0.000    0.000 {pandas._libs.lib.count_level_2d}
        8    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/generic.py:1829(<listcomp>)
       29    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/api.py:94(<listcomp>)
       86    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:5414(<genexpr>)
       15    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:3608(_assert_can_do_setop)
      126    0.000    0.000    0.000    0.000 <frozen os>:756(encode)
       46    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2481(ensure_block_shape)
        2    0.000    0.000    0.000    0.000 {built-in method io.open_code}
       43    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/managers.py:277(<listcomp>)
       20    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/multi.py:1398(_set_names)
      442    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:931(dtype)
      102    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/managers.py:1006(<genexpr>)
      120    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/range.py:308(dtype)
       38    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/frame.py:910(shape)
       11    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/series.py:676(values)
        5    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:6931(_maybe_disable_logical_methods)
       42    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:657(show_col_idx_names)
      139    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/missing.py:121(clean_fill_method)
       16    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/apply.py:1093(__init__)
      237    0.000    0.000    0.000    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
       13    0.000    0.000    0.000    0.000 {pandas._libs.lib.maybe_indices_to_slice}
       26    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        2    0.000    0.000    0.000    0.000 {method 'unique' of 'pandas._libs.hashtable.Int64HashTable' objects}
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(amin)
       45    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(ndim)
       12    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexers/utils.py:189(validate_indices)
        5    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/astype.py:60(_astype_nansafe)
       39    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:4049(_validate_positional_slice)
       37    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/base.py:563(empty)
      312    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/managers.py:233(items)
       37    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/groupby/generic.py:143(_get_data_to_aggregate)
      928    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/base.py:326(ndim)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(amax)
      222    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/dtypes/common.py:351(is_timedelta64_dtype)
       88    0.000    0.000    0.000    0.000 {method 'add' of 'pandas._libs.internals.BlockPlacement' objects}
       44    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:5071(_validate_fill_value)
        3    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:6207(<listcomp>)
       40    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:1446(__init__)
        8    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/numpy/core/fromnumeric.py:878(sort)
       11    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/managers.py:2007(external_values)
      359    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
       52    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/urllib/parse.py:119(_coerce_args)
        4    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/internals/construction.py:616(_extract_index)
       54    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/csvs.py:168(_number_format)
      123    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/format.py:633(is_truncated_horizontally)
       18    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/io/formats/csvs.py:208(write_cols)
       14    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/generic.py:3800(_maybe_update_cacher)
       26    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/common.py:193(any_not_none)
      195    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:6367(_validate_indexer)
      5/1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_compiler.py:37(_compile)
      546    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/base.py:7157(<genexpr>)
       33    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/series.py:869(__array__)
       35    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/arrays/categorical.py:697(categories)
       29    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/pandas/core/indexes/api.py:98(_get_distinct_objs)
       13    0.000    0.000    0.000    0.000 /Users/martasolarz/Studies/project/film_ranking/venv11/lib/python3.11/site-packages/numpy/core/numeric.py:150(ones)
      516    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
