Director,First Average Rating,Last Average Rating,Career Progression Rating
Thomas Vinterberg,6.785,7.195,0.41000000000000014
Peter Jackson,7.297999999999999,7.692,0.394000000000001
Jake Kasdan,6.471,6.835,0.3639999999999999
Ron Howard,6.662999999999999,7.019,0.35600000000000076
William Friedkin,5.803,6.156999999999999,0.3539999999999992
Jon Favreau,6.691999999999999,7.04,0.34800000000000075
Jaume Collet-Serra,5.962000000000001,6.303,0.3409999999999993
Antoine Fuqua,6.608,6.946000000000001,0.33800000000000097
Bill Condon,6.5969999999999995,6.92,0.3230000000000004
Gary Fleder,6.54,6.861000000000001,0.3210000000000006
Nancy Meyers,6.51,6.83,0.3200000000000003
Mika Kaurismäki,6.001,6.32,0.31899999999999995
Kevin Reynolds,6.573,6.891,0.3179999999999996
John Erick Dowdle,6.132999999999999,6.445,0.31200000000000117
David Dobkin,6.602,6.905,0.30299999999999994
Mel Gibson,7.642,7.941,0.2989999999999995
Ivan Reitman,5.982,6.28,0.29800000000000004
Ken Loach,7.194,7.49,0.29600000000000026
Paul Feig,6.393,6.667999999999999,0.27499999999999947
Volker Schlöndorff,6.42,6.689,0.26900000000000013
Guillermo del Toro,6.678999999999999,6.9479999999999995,0.26900000000000013
Tim Hill,5.48,5.732,0.2519999999999998
Tony Scott,6.42,6.671,0.25100000000000033
John Madden,6.796,7.045,0.24899999999999967
Jonathan Liebesman,5.513999999999999,5.751,0.237000000000001
Park Chan-wook,7.216,7.43,0.21399999999999952
Paul Verhoeven,7.0,7.21,0.20999999999999996
Spike Lee,7.115,7.321000000000001,0.2060000000000004
Jean-Marc Vallée,6.9510000000000005,7.156999999999999,0.20599999999999863
George Tillman Jr.,6.944,7.148,0.20399999999999974
Luis Mandoki,6.178999999999999,6.374,0.19500000000000028
Michael Haneke,7.285,7.478,0.19299999999999962
Frank Oz,6.377999999999999,6.555,0.1770000000000005
John Lee Hancock,6.9879999999999995,7.1610000000000005,0.17300000000000093
George Gallo,5.984,6.148000000000001,0.1640000000000006
Todd Haynes,6.99,7.15,0.16000000000000014
Gus Van Sant,6.392,6.552,0.15999999999999925
Stephen Frears,6.606,6.761,0.15500000000000025
Charles Martin Smith,6.382,6.532,0.15000000000000036
Jay Roach,6.829,6.972,0.14300000000000068
Baltasar Kormákur,6.577999999999999,6.718,0.14000000000000057
Phillip Noyce,6.071999999999999,6.211,0.13900000000000112
Paul Weitz,5.928,6.065,0.13700000000000045
Stephen Hopkins,6.381,6.504,0.12299999999999933
David Frankel,6.5489999999999995,6.67,0.12100000000000044
Louis Leterrier,6.6129999999999995,6.724,0.11100000000000065
François Ozon,6.704,6.809,0.10500000000000043
John Whitesell,5.121,5.226,0.10499999999999954
Peter Greenaway,6.4910000000000005,6.568,0.07699999999999907
David Lynch,7.352,7.4270000000000005,0.07500000000000018
Benny Chan,6.131,6.205,0.07399999999999984
Gavin O'Connor,6.821000000000001,6.892,0.07099999999999973
Paolo Virzì,6.77,6.819,0.04900000000000038
Stephen Sommers,6.104,6.152,0.04800000000000004
Alejandro G. Iñárritu,7.808,7.853,0.04499999999999993
Joe Carnahan,6.655,6.693,0.03799999999999937
Brian Helgeland,6.776,6.792000000000001,0.016000000000000902
Jon Turteltaub,6.071000000000001,6.085,0.013999999999999346
John Badham,6.042999999999999,6.056,0.013000000000000789
Timur Bekmambetov,5.997000000000001,6.004,0.006999999999998785
Mark Steven Johnson,5.615,5.621,0.006000000000000227
Laurent Tirard,6.3469999999999995,6.348,0.001000000000000334
Herman Yau,5.855,5.853,-0.002000000000000668
Carlos Saura,6.746,6.728,-0.018000000000000682
Marco Bellocchio,6.63,6.608,-0.02200000000000024
Gore Verbinski,6.462,6.436,-0.0259999999999998
James Wan,6.976,6.95,-0.0259999999999998
Tom Shadyac,6.36,6.332000000000001,-0.02799999999999958
Mikael Håfström,6.524,6.49,-0.03399999999999981
Barbet Schroeder,6.438000000000001,6.401,-0.03700000000000081
Fred Olen Ray,3.6660000000000004,3.628,-0.038000000000000256
Ben Stiller,6.364,6.316,-0.04800000000000004
Jean-Pierre Jeunet,7.257000000000001,7.204,-0.053000000000000824
Sion Sono,6.34,6.285,-0.054999999999999716
Baz Luhrmann,7.06,7.004,-0.05600000000000005
Aki Kaurismäki,7.156000000000001,7.1,-0.05600000000000094
Anne Fontaine,6.3229999999999995,6.263,-0.05999999999999961
Joseph Ruben,6.221,6.151,-0.07000000000000028
Pedro Almodóvar,6.945,6.871,-0.07399999999999984
Michael Hoffman,6.535,6.46,-0.07500000000000018
Paolo Sorrentino,7.093,7.016,-0.07699999999999996
Jacques Audiard,7.226,7.149,-0.07699999999999996
Hong Sang-soo,6.796,6.718999999999999,-0.07700000000000085
Roger Michell,6.834,6.756,-0.0779999999999994
Gary Winick,6.108,6.024,-0.08399999999999963
Spike Jonze,7.64,7.555,-0.08499999999999996
Curtis Hanson,6.617000000000001,6.53,-0.08700000000000063
Clint Eastwood,6.901999999999999,6.812,-0.08999999999999897
Anthony Minghella,7.1,7.0,-0.09999999999999964
David Twohy,6.584,6.482,-0.10199999999999942
Andrew Fleming,6.316,6.21,-0.10599999999999987
Bryan Singer,7.51,7.4,-0.10999999999999943
Mike Newell,6.901999999999999,6.79,-0.11199999999999921
Bille August,6.98,6.867999999999999,-0.11200000000000099
Howard Deutch,5.979,5.865,-0.11399999999999988
Xiaogang Feng,6.825,6.709,-0.11600000000000055
Brian Levant,5.248000000000001,5.126,-0.12200000000000077
Lone Scherfig,6.756,6.632999999999999,-0.12300000000000111
Claude Chabrol,6.4,6.274,-0.12600000000000033
Christophe Honoré,6.053999999999999,5.926,-0.12799999999999923
David Fincher,7.684,7.555,-0.12900000000000045
Greg McLean,6.175,6.044,-0.13100000000000023
Michael Apted,6.6339999999999995,6.502000000000001,-0.13199999999999878
Ernie Barbarash,5.581,5.446000000000001,-0.1349999999999998
James Gray,6.686,6.545,-0.14100000000000001
Kunihiko Yuyama,6.091,5.941,-0.15000000000000036
Johnnie To,6.555,6.4030000000000005,-0.15199999999999925
Mike Mitchell,5.8260000000000005,5.67,-0.15600000000000058
Bertrand Tavernier,6.796,6.638999999999999,-0.15700000000000092
Ric Roman Waugh,6.562,6.4,-0.16199999999999992
Zhangke Jia,7.087999999999999,6.925,-0.16299999999999937
David Gordon Green,6.815,6.644,-0.17100000000000026
Steve Carr,5.411999999999999,5.2379999999999995,-0.1739999999999995
Álex de la Iglesia,6.736000000000001,6.556,-0.1800000000000006
Martin Campbell,6.49,6.297999999999999,-0.19200000000000106
Andrew Davis,6.851,6.657,-0.19399999999999995
Nick Cassavetes,6.785,6.587999999999999,-0.19700000000000095
Alexandre Aja,6.423000000000001,6.226,-0.19700000000000095
Robert Schwentke,6.52,6.317,-0.2029999999999994
Cédric Klapisch,6.952000000000001,6.749,-0.20300000000000118
Doug Liman,7.156000000000001,6.946000000000001,-0.20999999999999996
Sidney J. Furie,4.843999999999999,4.63,-0.21399999999999952
Ruben Fleischer,6.8660000000000005,6.652,-0.2140000000000004
M. Night Shyamalan,7.17,6.9510000000000005,-0.21899999999999942
Malcolm D. Lee,6.128000000000001,5.903,-0.22500000000000142
Agnieszka Holland,7.177,6.9510000000000005,-0.2259999999999991
Naomi Kawase,6.87,6.643000000000001,-0.22699999999999942
Alex Gibney,7.545,7.312,-0.23299999999999965
Wes Craven,5.92,5.684,-0.23599999999999977
John Irvin,5.892,5.651,-0.24100000000000055
Albert Pyun,4.369,4.127,-0.242
Tyler Perry,5.472,5.228000000000001,-0.24399999999999977
Raja Gosnell,5.23,4.985,-0.2450000000000001
Kore-eda Hirokazu,7.468,7.22,-0.24800000000000022
Marc Webb,7.284,7.031999999999999,-0.25200000000000067
Ben Wheatley,6.322,6.057,-0.2649999999999997
Stefan Ruzowitzky,6.15,5.879,-0.2710000000000008
Andrew Jones,3.051,2.778,-0.27300000000000013
Jonathan Lynn,6.638,6.357,-0.2809999999999997
Roland Emmerich,6.249,5.9670000000000005,-0.28199999999999914
Peter Chelsom,6.525,6.24,-0.28500000000000014
Donald Petrie,5.97,5.672000000000001,-0.29799999999999915
John Dahl,6.852,6.553999999999999,-0.29800000000000093
Christopher Nolan,7.836,7.53,-0.30600000000000005
Tinto Brass,5.388,5.077000000000001,-0.31099999999999905
Matthew Vaughn,7.462,7.15,-0.3119999999999994
Darrell Roodt,5.335,5.022,-0.3129999999999997
Steven C. Miller,4.8580000000000005,4.544,-0.31400000000000095
Aleksandr Sokurov,7.104,6.773,-0.3310000000000004
Peter Berg,6.687,6.349,-0.3380000000000001
J.J. Abrams,7.3580000000000005,7.016,-0.3420000000000005
Brad Anderson,6.95,6.608,-0.3420000000000005
Rod Lurie,6.808000000000001,6.462999999999999,-0.3450000000000015
Martin Scorsese,7.916999999999999,7.568,-0.3489999999999993
Steven Brill,5.8069999999999995,5.455,-0.3519999999999994
James Cameron,7.9719999999999995,7.614,-0.35799999999999965
Nora Ephron,6.149,5.785,-0.3639999999999999
Ferzan Özpetek,6.869,6.497000000000001,-0.371999999999999
Ridley Scott,6.9719999999999995,6.6,-0.3719999999999999
André Téchiné,6.824,6.449,-0.375
Paul McGuigan,6.6370000000000005,6.256,-0.3810000000000002
Jean-François Richet,6.7410000000000005,6.36,-0.3810000000000002
Amos Gitai,5.975,5.5889999999999995,-0.3860000000000001
Kim Ki-duk,6.6770000000000005,6.29,-0.38700000000000045
Sam Raimi,6.829,6.435,-0.39400000000000013
Judd Apatow,6.974,6.577999999999999,-0.3960000000000008
Susanne Bier,6.667000000000001,6.268,-0.3990000000000009
Robert Altman,7.084,6.68,-0.4039999999999999
Jon Amiel,6.428,6.021,-0.40700000000000003
P.J. Hogan,6.672999999999999,6.2589999999999995,-0.4139999999999997
Oliver Parker,6.511,6.095,-0.41600000000000037
Edward Zwick,6.994,6.577999999999999,-0.41600000000000037
Takeshi Kitano,7.138,6.718999999999999,-0.4190000000000005
Wolfgang Petersen,6.813,6.391,-0.4219999999999997
Robert Luketic,6.031999999999999,5.606,-0.42599999999999927
Olivier Megaton,5.9110000000000005,5.484,-0.4270000000000005
Andy Tennant,6.3,5.87,-0.4299999999999997
Frank Coraci,6.39,5.956,-0.4339999999999993
Alexander Payne,7.156000000000001,6.72,-0.43600000000000083
Will Gluck,6.5760000000000005,6.1339999999999995,-0.44200000000000106
Roman Polanski,7.08,6.635,-0.4450000000000003
Peter Segal,6.56,6.111000000000001,-0.44899999999999896
Giuseppe Tornatore,7.647,7.1979999999999995,-0.44900000000000073
Xavier Dolan,7.251,6.797,-0.4540000000000006
Michael Lehmann,5.931,5.476999999999999,-0.4540000000000006
Catherine Breillat,5.944,5.486000000000001,-0.4579999999999993
Hayao Miyazaki,8.162,7.704,-0.4580000000000011
Mark Waters,6.172000000000001,5.711,-0.4610000000000003
John Woo,7.056,6.591,-0.46499999999999986
Richard Donner,6.706,6.24,-0.4660000000000002
Brad Silberling,6.452000000000001,5.984,-0.46800000000000086
Edgar Wright,7.715,7.2410000000000005,-0.4739999999999993
Michael Winterbottom,6.568,6.086,-0.4819999999999993
Atom Egoyan,6.975,6.49,-0.48499999999999943
Les Mayfield,6.066,5.58,-0.48599999999999977
Neil Burger,7.271,6.784,-0.4870000000000001
Barry Levinson,6.114,5.622999999999999,-0.49100000000000055
Danny Boyle,7.49,6.996,-0.4939999999999998
Rawson Marshall Thurber,6.612,6.101999999999999,-0.5100000000000007
Asghar Farhadi,7.87,7.356,-0.5140000000000002
Hans Petter Moland,7.005,6.4879999999999995,-0.5170000000000003
Sam Mendes,8.042,7.524,-0.5179999999999998
Walter Hill,6.159,5.632000000000001,-0.5269999999999992
Steven Soderbergh,6.765,6.233,-0.532
David O. Russell,6.774,6.235,-0.5389999999999997
Terrence Malick,7.17,6.627000000000001,-0.5429999999999993
Francis Lawrence,7.103,6.555,-0.548
Manoel de Oliveira,6.848,6.294,-0.5540000000000003
Ringo Lam,6.257999999999999,5.695,-0.5629999999999988
Adam Shankman,6.32,5.757000000000001,-0.5629999999999997
Jean-Jacques Annaud,6.896999999999999,6.334,-0.5629999999999997
Andrew Lau,6.144,5.5729999999999995,-0.5710000000000006
Steven Spielberg,7.888,7.306,-0.5819999999999999
Oliver Stone,7.343999999999999,6.755,-0.5889999999999995
Marc Forster,7.29,6.698,-0.5919999999999996
Brett Ratner,6.7,6.104,-0.5960000000000001
Dwight H. Little,5.746,5.149,-0.5970000000000004
Nicholas Stoller,6.646,6.037999999999999,-0.6080000000000005
Tsai Ming-liang,7.341,6.732,-0.609
Olivier Assayas,6.732,6.122000000000001,-0.6099999999999994
Jim Wynorski,4.191,3.575,-0.6159999999999997
Niki Caro,7.064,6.4479999999999995,-0.6160000000000005
Paul Thomas Anderson,7.676,7.06,-0.6160000000000005
Barry Sonnenfeld,6.713000000000001,6.095,-0.6180000000000012
Robert Redford,7.119,6.5,-0.6189999999999998
Lee Tamahori,7.022,6.402,-0.6200000000000001
Kiyoshi Kurosawa,6.8660000000000005,6.245,-0.6210000000000004
Lars von Trier,7.403,6.775,-0.6279999999999992
Kim Jee-woon,7.0889999999999995,6.454,-0.6349999999999998
David Koepp,6.436,5.7989999999999995,-0.6370000000000005
Anne Fletcher,6.349,5.709,-0.6400000000000006
Steve Miner,6.062,5.419,-0.6430000000000007
Gabriele Muccino,7.158,6.5120000000000005,-0.6459999999999999
Cameron Crowe,7.294,6.647,-0.6469999999999994
Keoni Waxman,4.503,3.8560000000000003,-0.6469999999999998
Paul Greengrass,7.407,6.736000000000001,-0.6709999999999994
Gregory Hoblit,7.392,6.7139999999999995,-0.6780000000000008
Woody Allen,7.031000000000001,6.321000000000001,-0.71
Stephen Herek,6.4879999999999995,5.773,-0.7149999999999999
Joe Johnston,7.076999999999999,6.361000000000001,-0.7159999999999984
David Cronenberg,6.65,5.934,-0.7160000000000002
Hark Tsui,6.803999999999999,6.085,-0.7189999999999994
Gary Ross,7.322,6.603,-0.7190000000000003
John Carpenter,6.226999999999999,5.506,-0.7209999999999992
Fatih Akin,7.6129999999999995,6.888,-0.7249999999999996
Isabel Coixet,7.007000000000001,6.279,-0.7280000000000006
Garry Marshall,6.353,5.616999999999999,-0.7360000000000007
Jon Avnet,6.752000000000001,6.013000000000001,-0.7389999999999999
Paul W.S. Anderson,6.104,5.359,-0.7450000000000001
Mike Leigh,7.733,6.983,-0.75
Roland Joffé,5.871999999999999,5.12,-0.7519999999999989
Claire Denis,6.708000000000001,5.951999999999999,-0.756000000000002
Nicolas Winding Refn,7.028,6.263,-0.7649999999999997
Werner Herzog,7.096,6.33,-0.766
Paul Schrader,6.361000000000001,5.5889999999999995,-0.7720000000000011
Jim Sheridan,7.545,6.771,-0.774
David DeCoteau,3.5839999999999996,2.805,-0.7789999999999995
Jonathan Levine,6.696000000000001,5.912000000000001,-0.7839999999999998
Iain Softley,6.702000000000001,5.91,-0.7920000000000007
Rob Marshall,7.109,6.308000000000001,-0.8009999999999993
Guy Ritchie,8.151,7.35,-0.8010000000000002
Takashi Miike,6.865,6.062,-0.8029999999999999
Kar-Wai Wong,7.518,6.712,-0.806
Gaspar Noé,7.277,6.462999999999999,-0.814000000000001
Neil LaBute,6.451999999999999,5.6339999999999995,-0.8179999999999996
John Moore,6.138999999999999,5.311,-0.8279999999999994
Jason Reitman,7.4430000000000005,6.615,-0.8280000000000003
Wayne Wang,7.067,6.239,-0.8280000000000003
Alejandro Amenábar,7.584,6.755,-0.8289999999999997
Jim Jarmusch,7.461,6.631,-0.8300000000000001
Miguel Arteta,6.265,5.432,-0.8329999999999993
Tarsem Singh,6.888,6.039,-0.8490000000000002
Neil Jordan,7.207000000000001,6.358,-0.8490000000000011
Robert Rodriguez,7.0360000000000005,6.1770000000000005,-0.859
Betty Thomas,5.999,5.138000000000001,-0.8609999999999989
James Marsh,7.069,6.207999999999999,-0.8610000000000007
Abbas Kiarostami,7.87,6.998000000000001,-0.871999999999999
David Yates,7.48,6.598,-0.8820000000000006
Ron Shelton,6.388000000000001,5.501999999999999,-0.8860000000000019
Julio Medem,7.22,6.329,-0.891
Emir Kusturica,7.768,6.876,-0.8919999999999995
Quentin Tarantino,8.592,7.686,-0.9060000000000006
Peter Hewitt,5.984,5.0760000000000005,-0.9079999999999995
Tom Tykwer,7.404,6.492000000000001,-0.911999999999999
Anthony Hickox,5.4670000000000005,4.554,-0.9130000000000003
Abel Ferrara,6.452999999999999,5.539,-0.9139999999999997
Scott Hicks,7.067,6.136,-0.931
John Singleton,6.922,5.986000000000001,-0.935999999999999
Richard Linklater,7.725,6.782,-0.9429999999999996
Simon Wincer,6.17,5.215,-0.9550000000000001
Catherine Hardwicke,6.893,5.934,-0.9589999999999996
Kevin Macdonald,7.7379999999999995,6.772,-0.9659999999999993
Patrice Leconte,6.72,5.752999999999999,-0.9670000000000005
Boaz Yakin,7.223,6.227,-0.9959999999999996
Tim Burton,7.522,6.513,-1.0090000000000003
Brad Bird,8.05,7.016,-1.0340000000000007
John Stockwell,5.987,4.922000000000001,-1.0649999999999995
Benoît Jacquot,6.431,5.355,-1.0759999999999996
F. Gary Gray,7.167000000000001,6.09,-1.0770000000000008
Rob Zombie,6.252000000000001,5.1739999999999995,-1.0780000000000012
Pierre Morel,7.276,6.193,-1.0830000000000002
Brian Robbins,6.098,5.008,-1.0899999999999999
John McTiernan,6.74,5.645,-1.0950000000000006
Andrew Niccol,7.176,6.0760000000000005,-1.0999999999999996
Victor Salva,6.295,5.195,-1.0999999999999996
Taylor Hackford,7.57,6.456,-1.1139999999999999
Rob Reiner,7.393,6.277,-1.1159999999999997
George Clooney,6.97,5.84,-1.13
D.J. Caruso,6.392,5.252999999999999,-1.1390000000000011
Zack Snyder,7.456,6.291999999999999,-1.1640000000000015
Michel Gondry,7.6080000000000005,6.44,-1.1680000000000001
Peter Hyams,6.1339999999999995,4.956,-1.177999999999999
Joel Schumacher,6.746,5.556,-1.1900000000000004
Joe Wright,7.8,6.596,-1.2039999999999997
Luc Besson,7.7,6.492000000000001,-1.2079999999999993
Jeff Wadlow,6.311,5.101,-1.21
Dennis Dugan,6.365,5.1530000000000005,-1.2119999999999997
Andy Fickman,6.295,5.064,-1.2309999999999999
David Zucker,6.114,4.8709999999999996,-1.2430000000000003
Michael Caton-Jones,6.877999999999999,5.632000000000001,-1.2459999999999987
Wim Wenders,6.831,5.585,-1.2460000000000004
Francis Ford Coppola,7.337999999999999,6.0889999999999995,-1.2489999999999997
Sofia Coppola,7.415,6.155,-1.2599999999999998
Yimou Zhang,7.9110000000000005,6.648,-1.2630000000000008
Roger Kumble,6.166,4.896,-1.2700000000000005
Robert Zemeckis,7.184,5.909,-1.2750000000000004
David Ayer,7.0,5.7170000000000005,-1.2829999999999995
Kenneth Branagh,6.995,5.696000000000001,-1.2989999999999995
Stanley Tong,6.601,5.292999999999999,-1.3080000000000007
Bernard Rose,6.623000000000001,5.3,-1.3230000000000013
Walter Salles,7.492999999999999,6.165,-1.3279999999999994
Kaige Chen,7.303999999999999,5.9670000000000005,-1.3369999999999989
Takashi Shimizu,6.257999999999999,4.914,-1.3439999999999994
Michael Bay,7.1,5.742999999999999,-1.3570000000000002
Harold Ramis,6.966,5.605,-1.3609999999999998
Jan de Bont,6.522,5.147,-1.375
Neil Marshall,6.821000000000001,5.445,-1.3760000000000003
Chris Columbus,7.194,5.795,-1.399
Terry Gilliam,7.78,6.358,-1.4220000000000006
James Ivory,7.234,5.81,-1.4240000000000004
Ang Lee,7.6160000000000005,6.185,-1.431000000000001
Brian De Palma,6.7989999999999995,5.364,-1.4349999999999996
Alex Proyas,7.2669999999999995,5.81,-1.4569999999999999
Rob Cohen,6.405,4.92,-1.4850000000000003
Simon West,6.546,5.053,-1.4930000000000003
Oliver Hirschbiegel,7.765,6.252999999999999,-1.5120000000000005
Jing Wong,6.406000000000001,4.886,-1.5200000000000005
Gordon Chan,6.604,5.074000000000001,-1.5299999999999994
David R. Ellis,6.206,4.657,-1.5490000000000004
Darren Aronofsky,7.819,6.247999999999999,-1.5710000000000006
Hideo Nakata,6.642,5.023,-1.6190000000000007
Mike Figgis,6.912000000000001,5.29,-1.6220000000000008
Tate Taylor,7.364,5.74,-1.6239999999999997
Jonathan Demme,8.017000000000001,6.345,-1.6720000000000015
Darren Lynn Bousman,6.355,4.666,-1.689
Renny Harlin,6.744,5.03,-1.7139999999999995
Michael Mann,8.013,6.2829999999999995,-1.7300000000000004
Mark L. Lester,5.785,3.84,-1.9450000000000003
Kevin Smith,7.311,5.308,-2.003
Ron Underwood,6.899,4.678999999999999,-2.2200000000000006
James Foley,6.831,4.547999999999999,-2.2830000000000013
Tom Hooper,7.67,5.177,-2.4930000000000003
