Director,First Average Rating,Last Average Rating,Career Progression Rating
Bryan Singer,5.2,7.9,2.7
Jacob Kornbluth,5.1,7.8,2.7
Adam Rifkin,4.3,7.0,2.7
Neil Mackay,4.2,6.9,2.7
Brian Kelly,2.6,5.3,2.6999999999999997
Andrew Putschoegl,3.9,6.6,2.6999999999999997
Aash Aaron,2.6,5.3,2.6999999999999997
Michel Ricaud,3.22,5.9,2.68
Erik Greenberg Anjou,4.8,7.4799999999999995,2.6799999999999997
Emmanuel Itier,2.7,5.36,2.66
Nat Christian,3.2,5.859999999999999,2.6599999999999993
Dru Brown,3.8600000000000003,6.5,2.6399999999999997
Jim Valdez,2.7,5.32,2.62
Sang-hoon Choi,3.8,6.42,2.62
James Plumb,2.5,5.12,2.62
Mehmet Ada Öztekin,5.58,8.2,2.619999999999999
Damian Lee,2.9,5.5,2.6
Johannes Roberts,2.4,5.0,2.6
Theodore Melfi,5.2,7.8,2.5999999999999996
Vadim Jean,3.2,5.8,2.5999999999999996
Sean Baker,5.0,7.6,2.5999999999999996
Aaron L. Williams,3.88,6.4799999999999995,2.5999999999999996
Matt Riddlehoover,4.92,7.5,2.58
Lawrence Kasanoff,1.3,3.88,2.58
Peter Svatek,4.2,6.779999999999999,2.579999999999999
Angelina Jolie,4.66,7.2,2.54
Daniel de la Vega,3.5,6.0200000000000005,2.5200000000000005
Terry Ingram,3.4,5.92,2.52
Ryan Nicholson,3.5,6.02,2.5199999999999996
Noël Mitrani,5.680000000000001,8.2,2.5199999999999987
Bruno Colella,5.2,7.7,2.5
Bharat Nalluri,4.5,7.0,2.5
Anna Maria Tatò,5.3,7.8,2.5
Olatunde Osunsanmi,2.8,5.3,2.5
Glenn Withrow,4.5,7.0,2.5
Yurek Bogayevicz,4.2,6.7,2.5
Amit Gupta,4.9,7.4,2.5
Gary Wheeler,3.8,6.3,2.5
Paul-Anders Simma,5.3,7.8,2.5
Darren Paul Fisher,4.2,6.7,2.5
Heung-sun Jeong,3.5,6.0,2.5
Doug Ellin,4.0,6.5,2.5
Xian Feng Zhang,4.5,7.0,2.5
Gavin O'Connor,4.2,6.7,2.5
Brett Thompson,4.8,7.3,2.5
Mark Weeden,3.6,6.1,2.4999999999999996
Carlos Almón Muñoz,3.2,5.68,2.4799999999999995
Ilaria Borrelli,4.2,6.68,2.4799999999999995
Gil Baroni,4.4399999999999995,6.9,2.460000000000001
Kanti Shah,5.12,7.58,2.46
Vic Sarin,4.8,7.26,2.46
Kah-Wai Lim,3.5,5.96,2.46
Robert Adetuyi,4.1,6.56,2.46
Lynn Hamrick,5.0,7.44,2.4400000000000004
Uwe Boll,2.2600000000000002,4.7,2.44
Hagar Ben-Asher,4.4,6.839999999999999,2.4399999999999986
Soo Sung Lee,5.1,7.5200000000000005,2.420000000000001
Shaky González,4.1,6.5200000000000005,2.420000000000001
Alex Monty Canawati,3.6,6.0200000000000005,2.4200000000000004
Anubhav Sinha,4.58,7.0,2.42
Matt Reeves,5.0,7.4,2.4000000000000004
Rob Spera,3.8,6.2,2.4000000000000004
Polly Draper,4.0,6.4,2.4000000000000004
Michael Stevens,4.5,6.9,2.4000000000000004
Nuel C. Naval,5.1,7.5,2.4000000000000004
Joe Gayton,3.9,6.3,2.4
Gus Krieger,3.7,6.1,2.3999999999999995
Thomas L. Callaway,3.9200000000000004,6.3,2.3799999999999994
Vasiliy Chiginskiy,3.9200000000000004,6.3,2.3799999999999994
Christian Duguay,4.9399999999999995,7.3,2.3600000000000003
Enzo Zelocchi,2.8,5.16,2.3600000000000003
John Reign,3.66,6.0200000000000005,2.3600000000000003
Michael David Pate,1.9,4.26,2.36
Shaun Paul Piccinino,3.44,5.8,2.36
Paul Davids,5.1,7.459999999999999,2.3599999999999994
Ian McCrudden,4.24,6.6,2.3599999999999994
Harvey Glazer,4.6,6.92,2.3200000000000003
Brett Rapkin,4.88,7.2,2.3200000000000003
Nengjie Jiang,4.92,7.24,2.3200000000000003
Young-doo Oh,4.5,6.82,2.3200000000000003
Nick Mead,4.5,6.82,2.3200000000000003
Steve Franke,4.2,6.5200000000000005,2.3200000000000003
Janaya Black,5.62,7.9399999999999995,2.3199999999999994
Antoine Fuqua,6.1,8.4,2.3000000000000007
David L. Hunt,5.1,7.4,2.3000000000000007
Kevin Downes,4.1,6.4,2.3000000000000007
Louie Schwartzberg,5.1,7.4,2.3000000000000007
Klaus Menzel,3.9,6.2,2.3000000000000003
Trent Cooper,3.4,5.7,2.3000000000000003
Mariano Cattaneo,3.9,6.2,2.3000000000000003
Steven Hilliard Stern,4.3,6.6,2.3
Andrew Hyatt,4.3,6.6,2.3
Jeff Hathcock,3.3,5.6,2.3
Adam Randall,4.5,6.8,2.3
Michelle Schumacher,3.3,5.6,2.3
Pau Freixas,4.8,7.1,2.3
Michael Preece,2.7,5.0,2.3
Su Rynard,5.0,7.3,2.3
Shane Edelman,4.5,6.8,2.3
Ryan Katzenbach,5.2,7.5,2.3
Rasmus Merivoo,3.8,6.1,2.3
Renpei Tsukamoto,4.4,6.7,2.3
Gillian Armstrong,4.7,7.0,2.3
Brian Herzlinger,4.2,6.5,2.3
Kelly Dolen,4.2,6.5,2.3
Rasool Mollagholi Poor,5.2,7.5,2.3
Tina Adams,2.0,4.3,2.3
Richard Elfman,3.8,6.08,2.2800000000000002
Troy Byer,3.8,6.08,2.2800000000000002
Stephen Savage,4.5,6.779999999999999,2.2799999999999994
Phil Leirness,5.32,7.6,2.2799999999999994
Jamal Shoorje,1.7,3.9799999999999995,2.2799999999999994
Jason Wan Lim,2.6,4.86,2.2600000000000002
Donato Rotunno,4.3,6.56,2.26
Ragnar Bragason,4.340000000000001,6.6,2.259999999999999
Malcolm Ingram,4.7,6.959999999999999,2.259999999999999
Mara Mourão,5.58,7.82,2.24
Michael Herbig,5.26,7.5,2.24
David Chirchirillo,3.3599999999999994,5.6,2.24
Neal 'Buboy' Tan,4.58,6.82,2.24
Mehrdad Ghafarzadeh,4.12,6.340000000000001,2.2200000000000006
John Putch,4.1,6.32,2.2200000000000006
Chihiro Ikeda,2.38,4.6,2.2199999999999998
Richard Boddington,2.88,5.1,2.2199999999999998
Tamra Davis,5.5,7.7,2.2
Kevin R. Hershberger,5.38,7.58,2.2
Scott Martin,3.2,5.4,2.2
Donald G. Jackson,2.2,4.4,2.2
Mark Herman,5.5,7.7,2.2
Ted Demme,5.3,7.5,2.2
James C.E. Burke,4.5,6.7,2.2
Harris Done,5.7,7.9,2.2
John Hay,4.8,7.0,2.2
Jon Turteltaub,3.5,5.7,2.2
Harold Cronk,3.6,5.8,2.1999999999999997
Eric Schaeffer,4.9,7.1,2.1999999999999993
Robbie Moffat,3.66,5.84,2.1799999999999997
Ahmad Reza Darvish,4.5200000000000005,6.7,2.1799999999999997
Bill Couturié,4.380000000000001,6.56,2.179999999999999
Sôichi Masui,6.0200000000000005,8.2,2.179999999999999
Shyam Madiraju,4.7,6.860000000000001,2.160000000000001
Liam Firmager,5.04,7.2,2.16
Robert Schwentke,5.14,7.3,2.16
Mazen Khaled,4.24,6.4,2.16
Claudia Sparrow,5.5,7.659999999999999,2.1599999999999993
Dmitriy Suvorov,3.18,5.32,2.14
Hee-joon Park,4.36,6.5,2.1399999999999997
Pepe Danquart,4.48,6.62,2.1399999999999997
José Alvarenga Jr.,4.279999999999999,6.4,2.120000000000001
Tom Whitus,4.4799999999999995,6.6,2.12
Danny Cannon,4.58,6.7,2.12
Georges Chamchoum,4.96,7.08,2.12
Angelos Frantzis,5.88,8.0,2.12
Guillaume Nicloux,3.9799999999999995,6.1,2.12
Christopher Kublan,4.2,6.319999999999999,2.119999999999999
Doug Atchison,5.3,7.4,2.1000000000000005
Panos H. Koutras,4.6,6.7,2.1000000000000005
Max Mannix,4.6,6.7,2.1000000000000005
Lior Shamriz,3.8,5.9,2.1000000000000005
Aku Louhimies,5.6,7.7,2.1000000000000005
Konstantin Statskiy,4.1,6.2,2.1000000000000005
Sergey Bukovsky,6.7,8.8,2.1000000000000005
Edgardo Castro,3.8,5.9,2.1000000000000005
Dan Garcia,3.18,5.28,2.1
Leyla Yilmaz,4.4,6.5,2.0999999999999996
Matt Ross,5.7,7.8,2.0999999999999996
David Hogan,3.5,5.6,2.0999999999999996
M. Night Shyamalan,4.5,6.6,2.0999999999999996
Dave Christiano,4.5,6.6,2.0999999999999996
Víctor Garcia,2.7,4.8,2.0999999999999996
Kasper Barfoed,4.7,6.8,2.0999999999999996
Guy Goossens,4.2,6.3,2.0999999999999996
Ben Moses,5.0,7.1,2.0999999999999996
Tyler Savage,3.5,5.6,2.0999999999999996
Abdullah Oguz,4.4,6.5,2.0999999999999996
Ahmet Katiksiz,6.1,8.2,2.0999999999999996
Nadav Lapid,4.2,6.3,2.0999999999999996
Ben Gregor,4.9,7.0,2.0999999999999996
Mark Penney,6.0,8.080000000000002,2.080000000000002
Kenneth A. Carlson,5.6,7.68,2.08
Ji-Seung Han,4.16,6.24,2.08
Robert Rundle,2.8,4.88,2.08
Richard Driscoll,2.4,4.4799999999999995,2.0799999999999996
Steve Bannon,2.5,4.5600000000000005,2.0600000000000005
Peter Mimi,4.04,6.1,2.0599999999999996
Robert Patton-Spruill,5.7,7.76,2.0599999999999996
Tom DeNucci,3.46,5.5,2.04
Ryûichi Honda,5.32,7.359999999999999,2.039999999999999
Mikael Dovlatyan,5.279999999999999,7.3199999999999985,2.039999999999999
Antonio Giménez Rico,3.6599999999999993,5.68,2.0200000000000005
Jean Paul Lal,5.18,7.2,2.0200000000000005
Mikhail Raskhodnikov,3.7399999999999998,5.76,2.02
Manouchehr Hadi,2.7399999999999998,4.76,2.02
Johan Nijenhuis,4.4399999999999995,6.44,2.000000000000001
Zübeyr Sasmaz,4.34,6.340000000000001,2.000000000000001
David F. Sandberg,6.3,8.3,2.000000000000001
Stuart Simpson,3.4,5.4,2.0000000000000004
Charles Robert Carner,3.4,5.4,2.0000000000000004
James David Pasternak,4.2,6.2,2.0
Joe Menendez,2.8,4.8,2.0
Hannes Holm,5.0,7.0,2.0
Gareth Maxwell Roberts,4.340000000000001,6.340000000000001,2.0
Alex Winter,5.5,7.5,2.0
Mike Flanagan,5.3,7.3,2.0
Charlotte Brändström,5.5,7.5,2.0
Manoj Shidheshwari Tiwari,5.0,7.0,2.0
David Wellington,4.7,6.7,2.0
Zach Lipovsky,3.2,5.2,2.0
Chris von Hoffmann,3.5,5.5,2.0
Waymon Boone,3.7,5.7,2.0
Aleksandr Buravskiy,4.0,6.0,2.0
Simon Fellows,4.2,6.2,2.0
Deryn Warren,4.0,6.0,2.0
Laurence Malkin,4.3,6.3,2.0
Iku Suzuki,4.3,6.3,2.0
Lee Seung-won,4.6,6.6,2.0
Aleksandr Molochnikov,4.2,6.2,2.0
Johanna Demetrakas,5.1,7.1,2.0
Ross Venokur,3.6,5.6,1.9999999999999996
Matthew Hope,3.1,5.1,1.9999999999999996
Konstantin Maksimov,3.6,5.6,1.9999999999999996
Josh Evans,2.98,4.96,1.98
Nick Gaitatjis,3.3,5.279999999999999,1.9799999999999995
Oleksandr Berezan,4.5200000000000005,6.5,1.9799999999999995
David Gregory,5.0200000000000005,7.0,1.9799999999999995
Henrik Georgsson,5.220000000000001,7.2,1.9799999999999995
Anurag Basu,5.62,7.6,1.9799999999999995
Sudha Kongara,6.720000000000001,8.7,1.9799999999999986
Stewart Sugg,4.76,6.720000000000001,1.9600000000000009
Aditya Datt,3.94,5.9,1.9600000000000004
Kevin Alexander Boon,3.8,5.76,1.96
Simon Ellis,4.3,6.26,1.96
Ted V. Mikels,2.8600000000000003,4.82,1.96
Reinert Kiil,2.7,4.640000000000001,1.9400000000000004
Desmond Gumbs,4.9799999999999995,6.92,1.9400000000000004
Jeff Leroy,3.3600000000000003,5.3,1.9399999999999995
Iván Fund,4.14,6.0600000000000005,1.9200000000000008
Timo Rose,2.9,4.82,1.9200000000000004
Jérôme Cornuau,3.5799999999999996,5.5,1.9200000000000004
Domiziano Cristopharo,3.6,5.5200000000000005,1.9200000000000004
Luis Llosa,4.38,6.3,1.92
Josh Reed,4.9,6.82,1.92
Steve Balderson,4.2,6.12,1.92
Frédéric Jardin,4.68,6.6,1.92
Levan Akin,5.68,7.6,1.92
Vincent D'Onofrio,3.9800000000000004,5.9,1.92
Martin Donovan,4.7,6.619999999999999,1.919999999999999
Shakun Batra,5.8,7.7,1.9000000000000004
Yeon-Shick Shin,4.6,6.5,1.9000000000000004
Lev L. Spiro,3.8,5.7,1.9000000000000004
John Fortenberry,4.3,6.2,1.9000000000000004
Jean-Claude Van Damme,5.6,7.5,1.9000000000000004
Jason Alexander,4.8,6.7,1.9000000000000004
Mike Rohl,3.5,5.4,1.9000000000000004
Shawn Linden,4.5,6.4,1.9000000000000004
Parasuram,5.8,7.7,1.9000000000000004
Michael D. Sellers,3.3,5.2,1.9000000000000004
Malhotra P. Siddharth,5.6,7.5,1.9000000000000004
Ribhu Dasgupta,5.3,7.2,1.9000000000000004
Chris Fisher,3.4,5.3,1.9
Scott Dow,3.6,5.5,1.9
Dave Payne,2.9,4.8,1.9
Sridhar Rangayan,5.220000000000001,7.12,1.8999999999999995
Jeremy Kenyon Lockyer Corbell,3.7,5.6,1.8999999999999995
James Dodson,4.2,6.1,1.8999999999999995
Andrew Haigh,5.2,7.1,1.8999999999999995
Paul Lazarus,5.7,7.6,1.8999999999999995
Justin G. Dyck,4.4,6.3,1.8999999999999995
Dean Francis,3.7,5.6,1.8999999999999995
Paul Solet,5.2,7.1,1.8999999999999995
Antoine Blossier,5.2,7.1,1.8999999999999995
Mauro Lima,5.14,7.0200000000000005,1.8800000000000008
Kevin Peeples,4.62,6.5,1.88
Oleg Asadulin,3.7600000000000002,5.64,1.8799999999999994
Lawrence L. Simeone,4.840000000000001,6.719999999999999,1.8799999999999981
Erin Berry,3.3,5.16,1.8600000000000003
Julian Gilbey,4.14,6.0,1.8600000000000003
Michael Chapman,5.2,7.0600000000000005,1.8600000000000003
Björn Runge,5.34,7.2,1.8600000000000003
Ryûtarô Ninomiya,3.9800000000000004,5.840000000000001,1.8600000000000003
Sebastián Alarcón,3.56,5.42,1.8599999999999999
Lonny Price,5.8,7.659999999999999,1.8599999999999994
Jakov Sedlar,4.5600000000000005,6.42,1.8599999999999994
Claude Gagnon,4.8,6.659999999999999,1.8599999999999994
Bong Ramos,6.140000000000001,8.0,1.8599999999999994
Stephen Amis,4.3,6.140000000000001,1.8400000000000007
Christopher Nolen,5.0,6.840000000000001,1.8400000000000007
Richard Wolstencroft,3.56,5.4,1.8400000000000003
Takefumi Tsutsui,1.6199999999999999,3.46,1.84
William Winckler,5.26,7.1,1.8399999999999999
Yûjirô Harumoto,5.16,7.0,1.8399999999999999
Lucio A. Rojas,2.96,4.8,1.8399999999999999
Cody Calahan,4.5,6.34,1.8399999999999999
Sanjay Gupta,5.26,7.1,1.8399999999999999
Paul T.T. Easter,3.5400000000000005,5.38,1.8399999999999994
Cory Udler,3.4,5.220000000000001,1.8200000000000007
Bashar Shbib,5.1,6.92,1.8200000000000003
Kannan Thamarakkulam,3.8600000000000003,5.680000000000001,1.8200000000000003
Kevin Knoblock,4.279999999999999,6.1,1.8200000000000003
Lee Librado,4.6,6.42,1.8200000000000003
John Orrichio,3.08,4.9,1.8200000000000003
Uri Barbash,6.38,8.180000000000001,1.8000000000000016
Gorman Bechard,5.92,7.720000000000001,1.8000000000000007
John Paragon,4.1,5.9,1.8000000000000007
Nitesh Tiwari,6.5,8.3,1.8000000000000007
Edwin Brienen,6.459999999999999,8.26,1.8000000000000007
Kimon Tsakiris,7.08,8.88,1.8000000000000007
Robert Tinnell,5.1,6.9,1.8000000000000007
Leon Dai,5.6,7.4,1.8000000000000007
Sampath Nandi,4.6,6.4,1.8000000000000007
Roger Cardinal,4.119999999999999,5.92,1.8000000000000007
Romas Zabarauskas,4.1,5.9,1.8000000000000007
Jaime Camino,6.1,7.9,1.8000000000000007
Emile Edwin Smith,2.6,4.4,1.8000000000000003
Valerie Breiman,3.4,5.2,1.8000000000000003
Christine Parker,3.72,5.5200000000000005,1.8000000000000003
Tom Cairns,4.5,6.3,1.7999999999999998
Alex Lutz,5.0,6.8,1.7999999999999998
Sarik Andreasyan,4.4,6.2,1.7999999999999998
Craig Clyde,4.4,6.2,1.7999999999999998
Jon Purdy,4.8,6.6,1.7999999999999998
Mohammad Rasoulof,5.7,7.5,1.7999999999999998
Daniel Espinosa,4.8,6.6,1.7999999999999998
Anthony Woodley,3.8,5.6,1.7999999999999998
Daniel Benmayor,3.8,5.6,1.7999999999999998
Álvaro de Armiñán,4.2,6.0,1.7999999999999998
Hansal Mehta,4.9,6.7,1.7999999999999998
Anca Damian,5.7,7.5,1.7999999999999998
Jordan Alan,4.4,6.2,1.7999999999999998
Paul Rachman,5.5,7.3,1.7999999999999998
Kim Tae-soo,5.7,7.5,1.7999999999999998
Isidro Ortiz,4.2,6.0,1.7999999999999998
Thierry Donard,4.7,6.5,1.7999999999999998
Chris Foggin,5.2,7.0,1.7999999999999998
Damon Santostefano,4.5,6.3,1.7999999999999998
Conor Horgan,5.8,7.6,1.7999999999999998
John Bradshaw,4.0,5.8,1.7999999999999998
Michael Davis,4.8,6.6,1.7999999999999998
John Krasinski,5.4,7.2,1.7999999999999998
Simon Hunter,4.8,6.6,1.7999999999999998
Gary Winick,4.7,6.5,1.7999999999999998
Edgar Marie,4.5,6.3,1.7999999999999998
Lulu Wang,5.7,7.5,1.7999999999999998
Rose Bosch,4.8,6.6,1.7999999999999998
Michael Baumgarten,3.8599999999999994,5.640000000000001,1.7800000000000011
Harutyun Khachatryan,4.38,6.16,1.7800000000000002
Badri,4.12,5.9,1.7800000000000002
Campbell Scott,5.8,7.58,1.7800000000000002
Les Mahoney,3.8,5.58,1.7800000000000002
Stig Björkman,5.62,7.4,1.7800000000000002
Katherine Brooks,5.0600000000000005,6.840000000000001,1.7800000000000002
Ray Brady,4.8,6.58,1.7800000000000002
Sherman Wong,4.66,6.44,1.7800000000000002
Morten Køhlert,4.78,6.56,1.7799999999999994
Ed Hansen,4.2,5.960000000000001,1.7600000000000007
Sara Sugarman,3.9,5.66,1.7600000000000002
Brent Ryan Green,3.2,4.96,1.7599999999999998
Pamela Tola,4.34,6.1,1.7599999999999998
Kornél Mundruczó,5.24,7.0,1.7599999999999998
Moacyr Góes,3.9200000000000004,5.68,1.7599999999999993
Rodolphe Marconi,5.4,7.140000000000001,1.7400000000000002
Ariel Zeitoun,4.359999999999999,6.1,1.7400000000000002
Pavan Kirpalani,5.06,6.8,1.7400000000000002
Hunter Johnson,2.8200000000000003,4.5600000000000005,1.7400000000000002
Amir Valinia,2.46,4.2,1.7400000000000002
Tom Roberts,5.7,7.44,1.7400000000000002
Zack Parker,3.96,5.7,1.7400000000000002
Wilson Yip,5.26,7.0,1.7400000000000002
Frank Shields,3.6,5.34,1.7399999999999998
Jon Steven Ward,5.319999999999999,7.040000000000001,1.7200000000000015
Nicolas Boukhrief,4.9799999999999995,6.7,1.7200000000000006
Diana Groó,4.52,6.24,1.7200000000000006
Juan Camilo Pinzón,3.12,4.840000000000001,1.7200000000000006
Andrew Wiest,3.4599999999999995,5.18,1.7200000000000002
Saket Chaudhary,6.08,7.8,1.7199999999999998
Doug Liman,5.2,6.92,1.7199999999999998
Paula Gaitán,5.64,7.340000000000001,1.700000000000001
Ali Abbasi,5.3,7.0,1.7000000000000002
Lars Kraume,5.7,7.4,1.7000000000000002
Jennifer Lynch,4.7,6.4,1.7000000000000002
Roland Emmerich,5.0,6.7,1.7000000000000002
Roberto Monticello,4.6,6.3,1.7000000000000002
Thomas Vinterberg,6.0,7.7,1.7000000000000002
Demián Rugna,4.8,6.5,1.7000000000000002
Ireneusz Dobrowolski,6.2,7.9,1.7000000000000002
Jon Watts,5.7,7.4,1.7000000000000002
Thor Freudenthal,5.5,7.2,1.7000000000000002
Jeffrey G. Hunt,3.7,5.4,1.7000000000000002
Lisa Ohlin,4.8,6.5,1.7000000000000002
Lee Daniels,5.5,7.2,1.7000000000000002
Bruno Barreto,5.3,7.0,1.7000000000000002
Edgar Wright,5.8,7.5,1.7000000000000002
Léa Fazer,5.1,6.8,1.7000000000000002
Tony Mitchell,4.8,6.5,1.7000000000000002
Jean-Paul Salomé,4.6,6.3,1.7000000000000002
Marian Dora,3.3,5.0,1.7000000000000002
Kang Je-kyu,5.5,7.2,1.7000000000000002
Steven Lewis Simpson,5.459999999999999,7.159999999999999,1.7000000000000002
Rich Ragsdale,3.0,4.7,1.7000000000000002
John Feldman,4.5,6.2,1.7000000000000002
Adam Coleman Howard,4.3,6.0,1.7000000000000002
Kirill Serebrennikov,5.6,7.3,1.7000000000000002
Jonathan Segal,4.7,6.4,1.7000000000000002
Marco Carmel,5.2,6.9,1.7000000000000002
Victoria Muspratt,4.3,6.0,1.7000000000000002
Janicza Bravo,4.8,6.5,1.7000000000000002
Ethan Hawke,4.8,6.5,1.7000000000000002
Michael Lindsay-Hogg,5.6,7.3,1.7000000000000002
René Manzor,5.1,6.8,1.7000000000000002
Erin Lee Carr,6.3,8.0,1.7000000000000002
John R. Leonetti,3.6,5.3,1.6999999999999997
Rumle Hammerich,4.9,6.6,1.6999999999999993
Ajay Bahl,6.4,8.1,1.6999999999999993
Brad Peyton,4.4,6.1,1.6999999999999993
Apurba Kishore Bir,6.5,8.2,1.6999999999999993
Lamar Card,3.9,5.58,1.6800000000000002
Yahya Alabdallah,6.32,8.0,1.6799999999999997
Miguel Alcantud,4.82,6.5,1.6799999999999997
Salvador Simó,5.42,7.1,1.6799999999999997
Robert Alaniz,4.2,5.88,1.6799999999999997
C.L. Hor,3.5,5.18,1.6799999999999997
Ketan Mehta,6.08,7.76,1.6799999999999997
Francis Reusser,5.4799999999999995,7.140000000000001,1.660000000000001
