Director,First Average Rating,Last Average Rating,Career Progression Rating
Jeffrey G. Hunt,3.7,5.4,1.7000000000000002
Thor Freudenthal,5.5,7.2,1.7000000000000002
Lee Daniels,5.5,7.2,1.7000000000000002
Adam Coleman Howard,4.3,6.0,1.7000000000000002
Ali Abbasi,5.3,7.0,1.7000000000000002
John R. Leonetti,3.6,5.3,1.6999999999999997
Brad Peyton,4.4,6.1,1.6999999999999993
Lonny Price,5.8,7.49,1.6900000000000004
Pau Freixas,4.6,6.29,1.6900000000000004
Lisa Ohlin,4.8100000000000005,6.5,1.6899999999999995
Konstantin Statskiy,4.52,6.2,1.6800000000000006
Soo Sung Lee,5.119999999999999,6.8,1.6800000000000006
Harold Cronk,4.12,5.8,1.6799999999999997
Cody Calahan,4.5,6.18,1.6799999999999997
Moacyr Góes,3.8200000000000003,5.49,1.67
Jeff Leroy,3.0,4.67,1.67
Wilson Yip,5.33,7.0,1.67
Albert Pyun,3.7700000000000005,5.4399999999999995,1.669999999999999
John Hay,5.34,7.0,1.6600000000000001
Gorman Bechard,6.1,7.75,1.6500000000000004
John Ridley,5.1,6.75,1.6500000000000004
Enzo Zelocchi,3.03,4.68,1.65
Hagar Ben-Asher,4.4,6.04,1.6399999999999997
J. Horton,4.5600000000000005,6.2,1.6399999999999997
Alexandre Arcady,5.42,7.05,1.63
Doug Liman,5.2,6.83,1.63
David Gregory,5.6,7.2299999999999995,1.63
Romas Zabarauskas,4.279999999999999,5.9,1.620000000000001
Joel Souza,4.88,6.5,1.62
Paul Rachman,5.5,7.12,1.62
Sarik Andreasyan,4.5,6.12,1.62
Lulu Wang,5.880000000000001,7.5,1.6199999999999992
Ali Ghavitan,4.529999999999999,6.14,1.6100000000000003
Michael Preece,2.7,4.3100000000000005,1.6100000000000003
Eliza Hittman,5.8,7.4,1.6000000000000005
Ketan Mehta,6.279999999999999,7.88,1.6000000000000005
Robin Campillo,5.8,7.4,1.6000000000000005
Guy Ferland,4.3,5.9,1.6000000000000005
Nnegest Likké,3.3,4.9,1.6000000000000005
James Yukich,3.9,5.5,1.6
Maria Peters,5.7,7.3,1.5999999999999996
Alan Brown,5.4,7.0,1.5999999999999996
Rob Letterman,4.9,6.5,1.5999999999999996
Frank Marshall,6.5,8.1,1.5999999999999996
Bong Joon Ho,6.9,8.5,1.5999999999999996
Erin Lee Carr,6.4,8.0,1.5999999999999996
Theodore Melfi,6.2,7.8,1.5999999999999996
Michael Schoemann,3.5,5.1,1.5999999999999996
Asia Argento,5.0,6.6,1.5999999999999996
Adam Brooks,5.5,7.1,1.5999999999999996
Donald G. Jackson,2.38,3.9799999999999995,1.5999999999999996
Jean-Paul Salomé,4.7,6.3,1.5999999999999996
Angela Robinson,5.4,7.0,1.5999999999999996
Scott Windhauser,4.0,5.6,1.5999999999999996
Joey Travolta,3.6300000000000003,5.220000000000001,1.5900000000000003
B. Harrison Smith,3.31,4.9,1.5900000000000003
Leena Yadav,4.65,6.24,1.5899999999999999
Craig Clyde,4.540000000000001,6.130000000000001,1.5899999999999999
Bob Misiorowski,3.5,5.09,1.5899999999999999
Robert Schwentke,5.72,7.3,1.58
John Bradshaw,4.0,5.58,1.58
Tom DiCillo,5.8,7.38,1.58
Rich Christiano,4.51,6.08,1.5700000000000003
Ariel Zeitoun,4.529999999999999,6.1,1.5700000000000003
Cybil Richards,4.49,6.0600000000000005,1.5700000000000003
Danny Cannon,5.14,6.7,1.5600000000000005
Lola Doillon,5.44,7.0,1.5599999999999996
Kei Horie,5.04,6.6,1.5599999999999996
Troy Byer,4.08,5.64,1.5599999999999996
Michael Lindsay-Hogg,5.6,7.15,1.5500000000000007
Domiziano Cristopharo,3.81,5.36,1.5500000000000003
Joud Saeed,5.659999999999999,7.2,1.540000000000001
Joe Swanberg,4.7,6.24,1.54
Sudha Kongara,7.159999999999999,8.7,1.54
Mike Rohl,3.8600000000000003,5.4,1.54
Eckhart Schmidt,5.45,6.99,1.54
Georges Lautner,3.9,5.4399999999999995,1.5399999999999996
Eirik Svensson,5.569999999999999,7.1,1.5300000000000002
Vincent Soberano,3.6,5.13,1.5299999999999998
Tristan Séguéla,4.970000000000001,6.5,1.5299999999999994
Ajay Bahl,6.57,8.1,1.5299999999999994
Kari Skogland,5.2700000000000005,6.8,1.5299999999999994
Saket Chaudhary,6.279999999999999,7.8,1.5200000000000005
Gary Winick,4.9799999999999995,6.5,1.5200000000000005
Ahmad Reza Darvish,5.18,6.7,1.5200000000000005
Lucio A. Rojas,3.28,4.8,1.52
Michael Herbig,5.98,7.5,1.5199999999999996
Frank Rainone,3.9,5.41,1.5100000000000002
Peter Hutchings,5.4,6.9,1.5
Denis Villeneuve,6.5,8.0,1.5
Kelly Makin,5.4,6.9,1.5
Harald Zwart,5.8,7.3,1.5
Phil Traill,4.8,6.3,1.5
Ric Roman Waugh,4.9,6.4,1.5
Chris Nelson,4.3,5.8,1.5
Martin Lund,5.4,6.9,1.5
Kathryn Bigelow,5.8,7.3,1.5
Davis Guggenheim,5.9,7.4,1.5
Paul Marcus,5.0,6.5,1.5
Jeff Chan,4.6,6.1,1.5
Philip Saville,6.3,7.8,1.5
Anne Zohra Berrached,5.6,7.1,1.5
Roger Donaldson,5.7,7.2,1.5
Panos H. Koutras,5.2,6.7,1.5
Roger Spottiswoode,5.8,7.3,1.5
Richard Elfman,4.04,5.54,1.5
Bill Condon,5.2,6.7,1.5
Václav Marhoul,5.8,7.3,1.5
Gareth Edwards,6.3,7.8,1.5
Peter Bogdanovich,6.0,7.5,1.5
Luis Llosa,4.8100000000000005,6.3,1.4899999999999993
Hélène Angel,5.12,6.6,1.4799999999999995
Turner Clay,5.2,6.68,1.4799999999999995
William Winckler,6.2,7.68,1.4799999999999995
Sang-hoon Choi,3.8,5.2700000000000005,1.4700000000000006
Bill Couturié,3.5400000000000005,5.01,1.4699999999999993
Sanjay Gupta,5.49,6.959999999999999,1.4699999999999989
Michael Tollin,5.47,6.93,1.46
Harry Baweja,5.54,7.0,1.46
Dave Schram,5.55,7.0,1.4500000000000002
Gavin Hood,5.85,7.3,1.4500000000000002
JK Youn,6.35,7.8,1.4500000000000002
Julius Onah,5.15,6.6,1.4499999999999993
Steve Kroschel,5.5,6.94,1.4400000000000004
Haofeng Xu,5.4,6.840000000000001,1.4400000000000004
Christian Frosch,5.55,6.99,1.4400000000000004
Abhinay Deo,5.66,7.1,1.4399999999999995
Rob Diamond,5.55,6.989999999999999,1.4399999999999995
Éric Lartigau,5.86,7.3,1.4399999999999995
Daniel Espinosa,5.16,6.6,1.4399999999999995
Anant Mahadevan,5.16,6.590000000000001,1.4300000000000006
Hideo Jôjô,4.89,6.319999999999999,1.4299999999999997
Nikolai Müllerschön,4.9,6.33,1.4299999999999997
Shawn Linden,4.9799999999999995,6.4,1.4200000000000008
Uri Barbash,5.9799999999999995,7.4,1.4200000000000008
Bill Zebub,3.19,4.61,1.4200000000000004
Andrew Haigh,5.68,7.1,1.42
David Freyne,5.6,7.0,1.4000000000000004
Laurent Micheli,5.3,6.7,1.4000000000000004
Taichi Ishidate,6.9,8.3,1.4000000000000004
Martin Campbell,5.6,7.0,1.4000000000000004
John Madden,6.1,7.5,1.4000000000000004
Thomas Vinterberg,6.3,7.7,1.4000000000000004
Howard McCain,4.8,6.2,1.4000000000000004
Pascal Laugier,5.0,6.4,1.4000000000000004
Griffin Dunne,6.1,7.5,1.4000000000000004
Michael Baumgarten,3.7399999999999998,5.14,1.4
Kasper Juhl,3.9,5.3,1.4
James Mangold,6.7,8.1,1.3999999999999995
Hansal Mehta,5.08,6.4799999999999995,1.3999999999999995
Mat Whitecross,6.659999999999999,8.059999999999999,1.3999999999999995
David Frankel,5.4,6.8,1.3999999999999995
Baz Poonpiriya,6.2,7.6,1.3999999999999995
Bruce A. Evans,5.9,7.3,1.3999999999999995
Sang-Hyo Yook,5.7,7.1,1.3999999999999995
Céline Sciamma,6.7,8.1,1.3999999999999995
Shaun Paul Piccinino,4.37,5.77,1.3999999999999995
Eric Meza,4.7,6.1,1.3999999999999995
Mel Gibson,6.7,8.1,1.3999999999999995
Jean-François Laguionie,5.7,7.1,1.3999999999999995
Andreas Prochaska,5.71,7.1,1.3899999999999997
Sion Sono,5.82,7.2,1.38
Martin Owen,3.3200000000000003,4.7,1.38
Michelle Schumacher,4.22,5.6,1.38
Max Makowski,4.220000000000001,5.6,1.379999999999999
Jack Bender,5.2,6.57,1.37
Eisuke Naitô,4.95,6.32,1.37
John Laing,4.9,6.2700000000000005,1.37
Janicza Bravo,5.14,6.5,1.3600000000000003
Dominic Burns,3.7399999999999998,5.1,1.3599999999999999
Lior Shamriz,4.720000000000001,6.08,1.3599999999999994
Tom Whitus,4.409999999999999,5.76,1.3500000000000005
David F. Sandberg,6.3,7.65,1.3500000000000005
Harry Bromley Davenport,3.4,4.75,1.35
Antonio Bonifacio,3.94,5.29,1.35
Ramon Térmens,4.95,6.3,1.3499999999999996
Rodolphe Marconi,5.5200000000000005,6.87,1.3499999999999996
Antonio Campos,5.75,7.1,1.3499999999999996
Pablo César,4.63,5.970000000000001,1.3400000000000007
Todd Phillips,7.06,8.4,1.3400000000000007
T.C. Christensen,4.96,6.3,1.3399999999999999
Magnus Martens,5.26,6.6,1.3399999999999999
Peter Svatek,4.2,5.54,1.3399999999999999
Jose Thomas,4.82,6.15,1.33
Lee Friedlander,4.37,5.7,1.33
Jean-Claude Van Damme,5.6,6.93,1.33
Jason Alexander,4.8,6.13,1.33
Vicente Villanueva,5.470000000000001,6.8,1.3299999999999992
Joe Begos,4.7,6.0200000000000005,1.3200000000000003
Pascale Pouzadoux,5.4799999999999995,6.8,1.3200000000000003
Douglas Schulze,3.54,4.86,1.3200000000000003
Manuel Carballo,4.58,5.9,1.3200000000000003
Andrew Morahan,4.4,5.720000000000001,1.3200000000000003
Andrew Piddington,4.78,6.1,1.3199999999999994
Rasool Mollagholi Poor,5.58,6.890000000000001,1.3100000000000005
Jorge Olguín,3.87,5.18,1.3099999999999996
Nadine Labaki,7.1,8.4,1.3000000000000007
David Kellogg,2.9,4.2,1.3000000000000003
Melanie Mayron,5.7,7.0,1.2999999999999998
Julien Magnat,4.4,5.7,1.2999999999999998
Julien Temple,6.4,7.7,1.2999999999999998
Rodrigo Bellott,6.0,7.3,1.2999999999999998
Luke Greenfield,4.8,6.1,1.2999999999999998
Michael Moore,5.9,7.2,1.2999999999999998
Clint Eastwood,6.2,7.5,1.2999999999999998
Sunao Katabuchi,6.5,7.8,1.2999999999999998
Colm McCarthy,5.3,6.6,1.2999999999999998
Damien Chazelle,6.0,7.3,1.2999999999999998
Adam Simon,5.9,7.2,1.2999999999999998
Antti-Jussi Annila,5.8,7.1,1.2999999999999998
Todd Haynes,6.3,7.6,1.2999999999999998
Jonathan Levine,5.5,6.8,1.2999999999999998
Ti West,4.8,6.1,1.2999999999999998
Jean-Marc Vallée,5.709999999999999,7.0,1.290000000000001
Vitaliy Versace,3.6800000000000006,4.970000000000001,1.29
Björn Runge,5.91,7.2,1.29
Fernando González Molina,4.91,6.2,1.29
Tom DeNucci,4.21,5.5,1.29
Léa Fazer,5.24,6.529999999999999,1.2899999999999991
Harutyun Khachatryan,4.790000000000001,6.08,1.2899999999999991
Gregory C. Haynes,4.62,5.909999999999999,1.2899999999999991
Zhora Kryzhovnikov,5.119999999999999,6.4,1.2800000000000011
Niklaus Hilber,6.22,7.5,1.2800000000000002
Robert Adetuyi,4.1,5.38,1.2800000000000002
Benjamín Naishtat,5.12,6.4,1.2800000000000002
Houman Seyyedi,6.0600000000000005,7.339999999999999,1.2799999999999985
Konstantin Buslov,5.4799999999999995,6.75,1.2700000000000005
Frank Pérez-Garland,4.029999999999999,5.3,1.2700000000000005
Rajat Kapoor,6.42,7.69,1.2700000000000005
Emilio Ruiz Barrachina,5.55,6.82,1.2700000000000005
Gail Harvey,4.9399999999999995,6.209999999999999,1.2699999999999996
Mike Barker,5.33,6.6,1.2699999999999996
Thierry Donard,5.33,6.6,1.2699999999999996
David E. Talbert,5.14,6.4,1.2600000000000007
Doug Atchison,6.14,7.4,1.2600000000000007
Anton Megerdichev,5.4399999999999995,6.7,1.2600000000000007
Joe D'Amato,3.4899999999999998,4.75,1.2600000000000002
Ildikó Enyedi,6.24,7.5,1.2599999999999998
Sandra L. Martin,4.74,6.0,1.2599999999999998
Lawrence Fajardo,5.52,6.779999999999999,1.2599999999999998
Ariel Vromen,5.44,6.7,1.2599999999999998
Álvaro de Armiñán,4.2,5.46,1.2599999999999998
Craig Gillespie,6.25,7.5,1.25
Brett Thompson,4.8,6.05,1.25
Jack Ersgard,4.15,5.4,1.25
Stig Björkman,6.15,7.4,1.25
Amos Kollek,5.25,6.5,1.25
Paul T.T. Easter,4.01,5.26,1.25
Ron Krauss,5.159999999999999,6.4,1.240000000000001
Rafa Lara,5.84,7.08,1.2400000000000002
Jesse Peretz,5.36,6.6,1.2399999999999993
Gil Baroni,5.67,6.9,1.2300000000000004
Julian Gilbey,4.7700000000000005,6.0,1.2299999999999995
Michael J. Sarna,3.7700000000000005,5.0,1.2299999999999995
Vibeke Idsøe,5.4799999999999995,6.7,1.2200000000000006
Demián Rugna,5.279999999999999,6.5,1.2200000000000006
Cláudio Torres,5.78,7.0,1.2199999999999998
Brian Herzlinger,4.2,5.42,1.2199999999999998
Stuart Gillard,4.48,5.7,1.2199999999999998
Kyu-sung Jang,6.180000000000001,7.4,1.2199999999999998
Robert Downey Sr.,4.2,5.42,1.2199999999999998
Ken Iizuka,5.45,6.67,1.2199999999999998
Susanne Bier,5.39,6.6,1.21
Janjot Singh,7.6,8.8,1.200000000000001
Lina Mannheimer,5.6,6.8,1.2000000000000002
Leslye Headland,5.3,6.5,1.2000000000000002
Colette Burson,4.5,5.7,1.2000000000000002
Taika Waititi,6.7,7.9,1.2000000000000002
Louie Schwartzberg,6.2,7.4,1.2000000000000002
Mikkel Brænne Sandemose,5.1,6.3,1.2000000000000002
Paul King,6.6,7.8,1.2000000000000002
Michael Stevens,4.5,5.7,1.2000000000000002
Bernard Rose,5.0,6.2,1.2000000000000002
Christopher Ray,2.5,3.7,1.2000000000000002
Paul Negoescu,5.7,6.9,1.2000000000000002
Charlotte Brändström,5.5,6.7,1.2000000000000002
Matthieu Delaporte,5.5,6.7,1.2000000000000002
Will Wernick,4.2,5.4,1.2000000000000002
Noah Baumbach,6.7,7.9,1.2000000000000002
Patrick Read Johnson,5.3,6.5,1.2000000000000002
Iram Haq,6.2,7.4,1.2000000000000002
Jordan Downey,4.2,5.4,1.2000000000000002
Alan Roberts,2.9,4.1,1.1999999999999997
Joe Gayton,3.9,5.1,1.1999999999999997
Claudio Fragasso,3.6,4.8,1.1999999999999997
Sean Olson,3.9,5.1,1.1999999999999997
Nuri Bilge Ceylan,7.0,8.2,1.1999999999999993
Christian Tafdrup,5.4,6.6,1.1999999999999993
Frank Oz,7.0,8.2,1.1999999999999993
Paco Plaza,5.4,6.6,1.1999999999999993
Bashar Shbib,5.1,6.290000000000001,1.1900000000000013
Chadd Harbold,4.6,5.790000000000001,1.1900000000000013
Jay Lee,4.18,5.37,1.1900000000000004
Tom Sands,3.3,4.49,1.1900000000000004
Jared Masters,4.16,5.35,1.1899999999999995
Charles T. Kanganis,4.07,5.26,1.1899999999999995
Ray Brady,5.4399999999999995,6.62,1.1800000000000006
Rumle Hammerich,5.42,6.6,1.1799999999999997
Michael Cohn,4.8,5.9799999999999995,1.1799999999999997
Peter Lindmark,4.62,5.8,1.1799999999999997
Mehrdad Oskouei,6.4,7.58,1.1799999999999997
Takeshi Furusawa,4.9,6.08,1.1799999999999997
Lee Seung-won,5.17,6.33,1.1600000000000001
Harvey Glazer,4.6,5.76,1.1600000000000001
Richard Schenkman,4.04,5.2,1.1600000000000001
Ka-Wai Kam,5.14,6.3,1.1600000000000001
Avi Nesher,5.4,6.56,1.1599999999999993
Nacer Khemir,7.220000000000001,8.379999999999999,1.1599999999999984
Midhun Manuel Thomas,6.75,7.9,1.1500000000000004
Andrew Bellware,2.4699999999999998,3.6199999999999997,1.15
Chad Archibald,4.459999999999999,5.6,1.1400000000000006
Amir Valinia,2.46,3.6,1.1400000000000001
Rob Spera,3.9,5.04,1.1400000000000001
Jakob M. Erwa,5.96,7.1,1.1399999999999997
Brian A. Metcalf,3.16,4.3,1.1399999999999997
Joseph Mazzaferro,2.96,4.1,1.1399999999999997
Victor Vu,5.73,6.860000000000001,1.1300000000000008
Travis Zariwny,3.09,4.220000000000001,1.1300000000000008
Donato Rotunno,4.3,5.43,1.13
Ed Herzog,5.7700000000000005,6.9,1.13
Tom Putnam,3.88,5.01,1.13
Dylan K. Narang,4.1,5.220000000000001,1.120000000000001
Damion Dietz,4.42,5.540000000000001,1.120000000000001
Christopher Sun,4.2,5.32,1.12
Marc Turtletaub,5.58,6.7,1.12
Hari Sama,5.38,6.5,1.12
Dan Reed,5.88,7.0,1.12
Joseph Merhi,3.6,4.72,1.1199999999999997
Erlingur Thoroddsen,4.880000000000001,6.0,1.1199999999999992
Xiaoshuai Wang,6.589999999999999,7.7,1.1100000000000012
Marcel Gisler,6.29,7.4,1.1100000000000003
Creep Creepersin,3.8600000000000003,4.970000000000001,1.1100000000000003
Nicolas Boukhrief,5.59,6.7,1.1100000000000003
Brett Donowho,4.1899999999999995,5.3,1.1100000000000003
Rose Bosch,5.49,6.6,1.1099999999999994
Mads Brügger,7.2,8.3,1.1000000000000005
Ken Kwapis,5.3,6.4,1.1000000000000005
Xavier Villaverde,5.3,6.4,1.1000000000000005
Mikael Håfström,5.6,6.7,1.1000000000000005
Juan Pablo Buscarini,4.8,5.9,1.1000000000000005
Song Il-gon,6.6,7.7,1.1000000000000005
Juan José Campanella,6.1,7.2,1.1000000000000005
Anthony Marciano,6.1,7.2,1.1000000000000005
Felix van Groeningen,6.3,7.4,1.1000000000000005
Javier Ruiz Caldera,4.3,5.4,1.1000000000000005
R. Balki,6.8,7.9,1.1000000000000005
Maria Ripoll,6.1,7.2,1.1000000000000005
Christopher McQuarrie,6.6,7.7,1.1000000000000005
Ben Verbong,5.3,6.4,1.1000000000000005
Gorô Miyazaki,6.3,7.4,1.1000000000000005
