Director,First Average Rating,Last Average Rating,Career Progression Rating
Sergey A.,6.336,7.956,1.62
Justin G. Dyck,4.5760000000000005,6.196000000000001,1.62
Mike Flanagan,5.696000000000001,7.3,1.6039999999999992
Bong Joon Ho,6.9,8.5,1.5999999999999996
Rob Letterman,4.9,6.5,1.5999999999999996
Todd Phillips,6.812,8.4,1.588
David E. Talbert,4.816,6.4,1.5840000000000005
Andrew Morahan,4.4,5.984,1.5839999999999996
Luca Guadagnino,5.06,6.636,1.5760000000000005
Jean-Paul Salomé,4.724,6.3,1.5759999999999996
Asif Kapadia,6.14,7.7,1.5600000000000005
Jennifer Lynch,4.7,6.26,1.5599999999999996
Timur Bekmambetov,5.04,6.58,1.54
Anurag Basu,6.18,7.72,1.54
Guy Ferland,4.3759999999999994,5.9,1.524000000000001
Matt Ross,6.287999999999999,7.8,1.5120000000000005
Davis Guggenheim,5.9,7.408,1.508
Cody Calahan,4.708,6.212000000000001,1.5040000000000004
Bill Condon,5.2,6.7,1.5
Phil Traill,4.8,6.3,1.5
Roger Spottiswoode,5.8,7.3,1.5
Gareth Edwards,6.3,7.8,1.5
Roland Emmerich,5.22,6.7,1.4800000000000004
Doug Ellin,5.02,6.5,1.4800000000000004
Roel Reiné,4.504,5.98,1.4760000000000009
Adam Randall,5.34,6.8,1.46
Taylor Sheridan,6.244,7.7,1.4560000000000004
Denis Villeneuve,6.547999999999999,8.0,1.4520000000000008
Olatunde Osunsanmi,4.04,5.492000000000001,1.4520000000000008
Gideon Raff,5.148,6.6,1.452
Hannes Holm,6.024,7.476,1.452
Frank Marshall,6.5,7.94,1.4400000000000004
Lars Kraume,5.92,7.352,1.4320000000000004
Sujoy Ghosh,5.96,7.392,1.4320000000000004
Andreas Prochaska,5.68,7.108,1.428
Harald Zwart,5.88,7.3,1.42
David Frankel,5.4,6.8,1.3999999999999995
Céline Sciamma,6.7,8.1,1.3999999999999995
Mel Gibson,6.7,8.1,1.3999999999999995
Noah Baumbach,6.52,7.9,1.3800000000000008
Jean-Marc Vallée,5.62,7.0,1.38
Mahesh Manjrekar,6.652,8.032,1.38
Damian Lee,3.62,4.988,1.3680000000000003
Nelson McCormick,4.236,5.6,1.3639999999999999
Ethan Hawke,5.4239999999999995,6.78,1.3560000000000008
James Mangold,6.748000000000001,8.1,1.3519999999999985
Sriram Raghavan,6.848000000000001,8.2,1.3519999999999985
Sarik Andreasyan,4.544,5.892,1.3480000000000008
Kang Je-kyu,6.14,7.4879999999999995,1.3479999999999999
Adam Brooks,5.756,7.1,1.3439999999999994
Richard Gabai,3.3480000000000003,4.688,1.3399999999999994
Eliza Hittman,6.064,7.4,1.3360000000000003
Clint Eastwood,6.164,7.5,1.3360000000000003
Luke Greenfield,4.8,6.124,1.3239999999999998
Martin Campbell,5.68,7.0,1.3200000000000003
Nisha Ganatra,5.08,6.4,1.3200000000000003
M. Night Shyamalan,5.28,6.6,1.3199999999999994
Simon Fellows,4.68,5.992000000000001,1.3120000000000012
Harold Cronk,4.492,5.8,1.3079999999999998
Sean Baker,6.292000000000001,7.6,1.307999999999999
Jesse V. Johnson,4.6,5.904,1.3040000000000003
Nadine Labaki,7.1,8.4,1.3000000000000007
Jonathan Levine,5.5,6.8,1.2999999999999998
Alex Winter,6.0,7.3,1.2999999999999998
Christopher Ray,2.884,4.176,1.2920000000000003
Gary Wheeler,5.112,6.396,1.2839999999999998
Dustin Rikert,3.508,4.792,1.2839999999999998
Antoine Fuqua,6.1,7.38,1.2800000000000002
Paco Plaza,5.303999999999999,6.568,1.2640000000000002
Joe D'Amato,3.572,4.836,1.2640000000000002
Jon Turteltaub,4.436,5.7,1.2640000000000002
Kathryn Bigelow,6.04,7.3,1.2599999999999998
Brett Donowho,4.044,5.3,1.2560000000000002
Ariel Vromen,5.448,6.7,1.2519999999999998
Scott Sanders,5.96,7.208000000000001,1.248000000000001
Danny Cannon,5.46,6.7,1.2400000000000002
Bruce A. Evans,6.0680000000000005,7.3,1.2319999999999993
Bruno Barreto,5.66,6.8839999999999995,1.2239999999999993
Jesse Peretz,5.3839999999999995,6.6,1.2160000000000002
Paul Matthews,2.588,3.8040000000000003,1.2160000000000002
Éric Lartigau,6.084,7.3,1.2160000000000002
Maria Peters,6.016,7.228,1.2119999999999997
Kari Skogland,5.428,6.632,1.2039999999999997
Leslye Headland,5.3,6.5,1.2000000000000002
Will Wernick,4.2,5.4,1.2000000000000002
Ti West,4.9,6.1,1.1999999999999993
Philippe de Chauveron,4.904,6.1,1.1959999999999997
Julius Onah,5.36,6.555999999999999,1.1959999999999988
Rodman Flender,4.9,6.087999999999999,1.1879999999999988
Antonio Campos,5.912000000000001,7.1,1.1879999999999988
Ted Demme,6.324,7.5,1.1760000000000002
Wilson Yip,5.827999999999999,7.0,1.1720000000000006
John Putch,4.295999999999999,5.4639999999999995,1.1680000000000001
Joe Chappelle,4.7,5.864,1.1639999999999997
Deon Taylor,4.244,5.4,1.1560000000000006
Marc Evans,5.696000000000001,6.852,1.1559999999999997
Asia Argento,5.364,6.516,1.1520000000000001
Stuart Gillard,4.672,5.812,1.1400000000000006
Michael Herbig,6.364,7.5,1.1360000000000001
Christopher Landon,5.167999999999999,6.3,1.1320000000000006
Luis Llosa,4.724,5.852,1.1280000000000001
John Krasinski,6.072,7.2,1.1280000000000001
Lee Daniels,6.0760000000000005,7.2,1.1239999999999997
Craig Gillespie,6.376,7.5,1.1239999999999997
Robin Campillo,6.28,7.4,1.12
Eric Valette,5.287999999999999,6.4079999999999995,1.12
Ross Venokur,4.48,5.6,1.1199999999999992
Anne K. Black,4.1,5.216,1.1160000000000005
Robert Schwentke,6.188,7.3,1.112
Tsutomu Hanabusa,4.784000000000001,5.896,1.1119999999999992
Robert Tinnell,5.004,6.108,1.104
Mads Brügger,7.2,8.3,1.1000000000000005
Gorô Miyazaki,6.3,7.4,1.1000000000000005
Christopher McQuarrie,6.6,7.7,1.1000000000000005
Ken Kwapis,5.3,6.4,1.1000000000000005
Dean Devlin,5.3,6.4,1.1000000000000005
Gilles Paquet-Brenner,5.2,6.3,1.0999999999999996
George Lucas,6.5,7.6,1.0999999999999996
Mimi Leder,6.0,7.1,1.0999999999999996
Jimmy Hayward,4.7,5.8,1.0999999999999996
James Gunn,6.5,7.6,1.0999999999999996
Susanne Bier,5.504,6.6,1.096
Charles T. Kanganis,4.1240000000000006,5.216,1.0919999999999996
Sean Olson,3.8480000000000003,4.9319999999999995,1.0839999999999992
Václav Marhoul,6.22,7.3,1.08
Jeff Chan,5.02,6.1,1.08
Marcos Siega,5.52,6.6,1.08
Michael Davis,5.52,6.6,1.08
Gabriela Tagliavini,3.9560000000000004,5.0280000000000005,1.072
Anton Megerdichev,5.5120000000000005,6.58,1.0679999999999996
Evgeny Afineevsky,6.58,7.644000000000001,1.064000000000001
Claude Chabrol,4.872,5.936,1.064
Julien Temple,6.352,7.412000000000001,1.0600000000000005
Philippe Mora,4.0760000000000005,5.136,1.0599999999999996
Paul Solet,4.96,6.0120000000000005,1.0520000000000005
Jag Mundhra,4.14,5.192,1.0520000000000005
Joey Travolta,3.784,4.832,1.048
Joe Swanberg,5.0760000000000005,6.12,1.0439999999999996
Taika Waititi,6.86,7.9,1.04
John Bradshaw,4.164,5.192,1.0280000000000005
Xiaoshuai Wang,6.5920000000000005,7.612,1.0199999999999996
Takeshi Furusawa,5.1160000000000005,6.136,1.0199999999999996
Todd Haynes,6.587999999999999,7.6,1.0120000000000005
Javier Fesser,6.02,7.032,1.0120000000000005
Patrick Read Johnson,5.5520000000000005,6.564,1.0119999999999996
Isaac Florentine,4.376,5.38,1.0039999999999996
Leigh Whannell,6.1,7.1,1.0
Scott Stewart,5.3,6.3,1.0
Pascal Laugier,5.4,6.4,1.0
Peter Weir,6.3,7.3,1.0
Theodore Melfi,6.8,7.8,1.0
Howard McCain,5.208000000000001,6.2,0.9919999999999991
David Kellogg,3.2119999999999997,4.2,0.9880000000000004
Bryan Singer,6.916,7.9,0.984
Won Shin-yeon,5.896,6.88,0.984
Nuri Bilge Ceylan,7.108,8.08,0.9720000000000004
Sherry Hormann,6.1,7.071999999999999,0.9719999999999995
Mikkel Brænne Sandemose,5.324,6.284,0.96
David F. Sandberg,6.3,7.26,0.96
Charles Martin Smith,5.444,6.4,0.9560000000000004
Ali Abbasi,6.047999999999999,7.0,0.9520000000000008
Sion Sono,5.78,6.732,0.952
Hun Jang,6.952000000000001,7.9,0.9479999999999995
Joe Begos,5.0680000000000005,6.0120000000000005,0.944
Mahsun Kirmizigül,6.172000000000001,7.112,0.9399999999999995
Marco Bellocchio,6.16,7.1,0.9399999999999995
George Hickenlooper,5.263999999999999,6.2,0.9360000000000008
Tom Harper,5.664,6.6,0.9359999999999999
Roger Donaldson,5.724,6.66,0.9359999999999999
John Whitesell,5.172,6.1,0.9279999999999999
Kelly Makin,5.4639999999999995,6.38,0.9160000000000004
Rich Christiano,4.744,5.66,0.9160000000000004
Patrick Alessandrin,5.195999999999999,6.104,0.9080000000000013
Paolo Genovese,6.0920000000000005,7.0,0.9079999999999995
Kim Farrant,5.392,6.3,0.9079999999999995
Luis Mandoki,6.5,7.4079999999999995,0.9079999999999995
Michael Moore,5.9,6.808,0.9079999999999995
Éric Besnard,5.612,6.516,0.9039999999999999
Edoardo Ponti,5.896,6.8,0.9039999999999999
Peyton Reed,6.1,7.0,0.9000000000000004
George C. Wolfe,6.0,6.9,0.9000000000000004
Hiner Saleem,6.124,7.024,0.9000000000000004
Ericson Core,7.0,7.9,0.9000000000000004
Dominic Cooke,6.3,7.2,0.9000000000000004
Wes Anderson,6.9,7.8,0.8999999999999995
Matthijs van Heijningen Jr.,6.2,7.1,0.8999999999999995
Timothy Woodward Jr.,3.344,4.24,0.8960000000000004
Johan Nijenhuis,4.904,5.792000000000001,0.8880000000000008
Ildikó Enyedi,6.6160000000000005,7.5,0.8839999999999995
Valérie Lemercier,5.4239999999999995,6.3,0.8760000000000003
Justin Lee,4.104,4.976,0.8719999999999999
Sean Anders,6.428,7.3,0.8719999999999999
Nayato Fio Nuala,4.66,5.532,0.8719999999999999
Mira Nair,6.532,7.4,0.8680000000000003
Trey Edward Shults,6.632000000000001,7.5,0.8679999999999994
Lance Daly,5.892,6.76,0.8679999999999994
S.S. Rajamouli,7.332000000000001,8.2,0.8679999999999986
Chris Rock,5.5,6.364000000000001,0.8640000000000008
Daniel Benmayor,4.736,5.6,0.8639999999999999
Paul King,6.936,7.8,0.8639999999999999
Michael Cohn,5.196000000000001,6.052,0.855999999999999
Hasan Karacadag,4.803999999999999,5.656000000000001,0.8520000000000012
Rafal Zielinski,4.428,5.28,0.8520000000000003
Bob Misiorowski,3.5,4.343999999999999,0.8439999999999994
Curtis Crawford,4.127999999999999,4.968,0.8400000000000007
Nora Ephron,6.16,7.0,0.8399999999999999
Roberto Santucci,5.5760000000000005,6.412000000000001,0.8360000000000003
Alberto Rodríguez,6.0760000000000005,6.912000000000001,0.8360000000000003
Juan José Campanella,6.0760000000000005,6.912000000000001,0.8360000000000003
Arne Lindtner Næss,5.296,6.132000000000001,0.8360000000000003
Sammy Myller,7.688,8.52,0.8319999999999999
Colin Theys,4.328,5.16,0.8319999999999999
Ashley Avis,5.5680000000000005,6.4,0.8319999999999999
Kasper Barfoed,5.44,6.271999999999999,0.831999999999999
Chris Nelson,4.9719999999999995,5.8,0.8280000000000003
Catherine Corsini,6.112,6.94,0.8280000000000003
Rashid Masharawi,5.46,6.28,0.8200000000000003
John Carney,7.08,7.9,0.8200000000000003
Hideo Jôjô,5.388,6.207999999999999,0.8199999999999994
Sidney Lumet,6.48,7.3,0.8199999999999994
Michael J. Gallagher,3.7,4.516,0.8159999999999998
Alfonso Gomez-Rejon,5.684,6.5,0.8159999999999998
Mong-Hong Chung,6.784,7.6,0.8159999999999998
Preston A. Whitmore II,5.188000000000001,6.004,0.815999999999999
Mike Barker,5.791999999999999,6.6,0.8080000000000007
Lloyd A. Simandl,3.54,4.348,0.8079999999999998
Shawn Levy,5.54,6.343999999999999,0.8039999999999994
Quentin Dupieux,5.796,6.6,0.8039999999999994
Bronwen Hughes,6.0,6.803999999999999,0.8039999999999994
Ric Roman Waugh,5.6,6.4,0.8000000000000007
Rian Johnson,7.1,7.9,0.8000000000000007
Courtney Solomon,3.6,4.4,0.8000000000000003
Jasmila Zbanic,7.2,8.0,0.7999999999999998
Jaume Collet-Serra,5.5,6.3,0.7999999999999998
Jean-Pierre Jeunet,6.2,7.0,0.7999999999999998
Mike Mitchell,5.7,6.5,0.7999999999999998
Joseph Kosinski,6.8,7.6,0.7999999999999998
Jonathan Liebesman,5.0,5.8,0.7999999999999998
Rob Minkoff,6.0,6.8,0.7999999999999998
Sébastien Lifshitz,6.72,7.52,0.7999999999999998
Stephen Hopkins,6.3,7.1,0.7999999999999998
Scott Derrickson,6.7,7.5,0.7999999999999998
Mohammad Rasoulof,6.704,7.5,0.7960000000000003
Joel Soisson,3.5439999999999996,4.34,0.7960000000000003
Amy Heckerling,4.7,5.496,0.7960000000000003
Zaida Bergroth,6.007999999999999,6.8,0.7920000000000007
Hannah Fidell,4.8,5.5920000000000005,0.7920000000000007
Emilio Estevez,6.06,6.851999999999999,0.7919999999999998
Frank A. Cappello,5.48,6.268,0.7879999999999994
James Merendino,4.212,4.996,0.7840000000000007
Giovanni Veronesi,5.0,5.784,0.7839999999999998
Jack Ersgard,4.3839999999999995,5.164,0.7800000000000002
Adrian Garcia Bogliano,4.836,5.6160000000000005,0.7800000000000002
Frank Oz,7.0,7.78,0.7800000000000002
Lee Isaac Chung,6.624,7.4,0.7760000000000007
Björn Runge,6.4239999999999995,7.2,0.7760000000000007
Christophe Honoré,5.224,6.0,0.7759999999999998
Albert Pyun,3.5040000000000004,4.276,0.7719999999999994
Shinsuke Sato,5.911999999999999,6.68,0.7680000000000007
Errol Morris,6.148,6.916,0.7680000000000007
Robert Lee,3.82,4.5840000000000005,0.7640000000000007
Philippe Lioret,6.4,7.16,0.7599999999999998
Kirill Serebrennikov,6.468,7.224,0.7560000000000002
Martin Owen,3.6639999999999997,4.42,0.7560000000000002
David S. Ward,5.444000000000001,6.2,0.7559999999999993
Marc Rothemund,5.416,6.168000000000001,0.7520000000000007
Max Winkler,5.448,6.2,0.7519999999999998
Ariel Winograd,6.16,6.9079999999999995,0.7479999999999993
Masayuki Kojima,7.172000000000001,7.92,0.7479999999999993
Tony Goldwyn,6.456,7.2,0.7439999999999998
Gilles Bourdos,5.692,6.436,0.7439999999999998
Pernille Fischer Christensen,6.327999999999999,7.071999999999999,0.7439999999999998
Adam Marcus,4.1,4.84,0.7400000000000002
Alice Rohrwacher,6.76,7.5,0.7400000000000002
Tommy Wirkola,6.06,6.8,0.7400000000000002
Xavier Giannoli,5.56,6.3,0.7400000000000002
Manny Coto,4.56,5.3,0.7400000000000002
Pauli Janhunen Calderón,7.556,8.296,0.7399999999999993
Robert Young,5.1080000000000005,5.843999999999999,0.7359999999999989
Joseph Merhi,4.0440000000000005,4.776,0.7319999999999993
Bertrand Bonello,5.368,6.1,0.7319999999999993
Michael Radford,5.868,6.6,0.7319999999999993
Wych Kaosayananda,3.74,4.4639999999999995,0.7239999999999993
Michael Damian,5.836,6.56,0.7239999999999993
Javier Ruiz Caldera,5.02,5.736000000000001,0.7160000000000011
Dave Payne,4.132,4.848,0.7160000000000002
John Lyde,4.476,5.192,0.7160000000000002
Patrick Hughes,6.196000000000001,6.9,0.7039999999999997
Kinji Fukasaku,6.8,7.5,0.7000000000000002
Juan Pablo Buscarini,4.84,5.54,0.7000000000000002
Rachel Talalay,4.7,5.4,0.7000000000000002
Gavin O'Connor,6.0,6.7,0.7000000000000002
Jon M. Chu,6.2,6.9,0.7000000000000002
Peter Jackson,7.5,8.2,0.6999999999999993
Simon Curtis,6.9,7.6,0.6999999999999993
James Keach,5.827999999999999,6.524000000000001,0.6960000000000015
Jon Hess,4.124,4.82,0.6960000000000006
Alan Parker,6.808,7.5,0.6920000000000002
François Dupeyron,6.228,6.92,0.6920000000000002
Wolfgang Groos,5.7,6.392,0.6920000000000002
Alain Desrochers,5.152,5.843999999999999,0.6919999999999993
Randall Miller,6.0120000000000005,6.704,0.6919999999999993
Mari Asato,5.308,5.996,0.6880000000000006
David Mackenzie,6.216,6.9,0.6840000000000002
Gillian Armstrong,5.564,6.247999999999999,0.6839999999999993
Peter Markle,4.896,5.5760000000000005,0.6800000000000006
Gary Winick,5.82,6.5,0.6799999999999997
Götz Spielmann,6.496,7.176,0.6799999999999997
Brandon Cronenberg,5.828,6.5,0.6719999999999997
Giulio Base,5.292000000000001,5.956,0.6639999999999997
Ruben Östlund,6.44,7.1,0.6599999999999993
Ken Loach,6.94,7.6,0.6599999999999993
Rasmus A. Sivertsen,5.84,6.496,0.6560000000000006
John Murlowski,4.496,5.152,0.6559999999999997
Tony Scott,6.148,6.8,0.6520000000000001
Victor Vu,6.0680000000000005,6.72,0.6519999999999992
Carlo Vanzina,4.376,5.024,0.6479999999999997
Greg Berlanti,6.852,7.5,0.6479999999999997
Peter MacDonald,4.856,5.5,0.6440000000000001
Michael Cimino,5.4,6.044,0.6439999999999992
Henrik Martin Dahlsbakken,4.8919999999999995,5.532,0.6400000000000006
Gavin Hood,6.66,7.3,0.6399999999999997
Ryoo Seung-wan,6.4479999999999995,7.087999999999999,0.6399999999999997
Teona Strugar Mitevska,6.16,6.8,0.6399999999999997
Mike Mills,6.667999999999999,7.3,0.6320000000000006
Emmanuelle Bercot,6.02,6.648,0.6280000000000001
Barbara Kopple,6.316,6.944,0.6280000000000001
Daniel Espinosa,5.972,6.6,0.6279999999999992
Carl Reiner,5.424000000000001,6.052,0.6279999999999983
Martin Guigui,4.82,5.444,0.6239999999999997
Don Coscarelli,5.82,6.444,0.6239999999999997
Shaun Paul Piccinino,5.132000000000001,5.751999999999999,0.6199999999999983
R. Ellis Frazier,3.372,3.9879999999999995,0.6159999999999997
Alfonso Cuarón,7.087999999999999,7.7,0.612000000000001
Morgan Neville,7.292000000000001,7.904000000000001,0.6120000000000001
Carroll Ballard,6.52,7.128000000000001,0.6080000000000014
Charles Sturridge,6.356,6.96,0.6040000000000001
Lasse Hallström,6.596,7.2,0.6040000000000001
Alister Grierson,5.996,6.6,0.6039999999999992
Charlie Minn,5.516,6.1160000000000005,0.6000000000000005
Uli Edel,4.6,5.2,0.6000000000000005
Yôjirô Takita,6.272,6.872000000000001,0.6000000000000005
Steven Spielberg,6.8,7.4,0.6000000000000005
Bill Zebub,3.3280000000000003,3.928,0.5999999999999996
Guillermo del Toro,6.7,7.3,0.5999999999999996
Andy Tennant,5.9,6.5,0.5999999999999996
Jonathan Hensleigh,6.4,7.0,0.5999999999999996
Craig Clyde,4.96,5.56,0.5999999999999996
Allen Coulter,6.5,7.1,0.5999999999999996
Stephen Sommers,6.2,6.8,0.5999999999999996
Ivan Reitman,6.2,6.8,0.5999999999999996
Damjan Kozole,5.832000000000001,6.428,0.5959999999999992
Doug Campbell,4.52,5.112,0.5920000000000005
Chris Stokes,4.012,4.604,0.5920000000000005
Jason Winer,5.7,6.288,0.5880000000000001
Trey Parker,6.612,7.2,0.5880000000000001
Edward Holzman,4.3759999999999994,4.9639999999999995,0.5880000000000001
Eli Roth,5.6,6.188,0.5880000000000001
James Cullen Bressack,3.64,4.228,0.5879999999999996
Andy Cadiff,5.4879999999999995,6.071999999999999,0.5839999999999996
Shaad Ali,5.452000000000001,6.0360000000000005,0.5839999999999996
Antti J. Jokinen,5.291999999999999,5.872000000000001,0.5800000000000018
Oleg Stepchenko,4.12,4.7,0.5800000000000001
Susanna White,6.1,6.68,0.5800000000000001
Kim Chapiron,5.991999999999999,6.568,0.5760000000000005
John Shepphird,4.164,4.736000000000001,0.572000000000001
Peter Flinth,5.544,6.112,0.5680000000000005
Conor Allyn,5.076,5.64,0.5640000000000001
Sean McNamara,3.96,4.524,0.5640000000000001
Jesper W. Nielsen,6.376,6.94,0.5640000000000001
Felix van Groeningen,6.836,7.4,0.5640000000000001
Ermanno Olmi,6.04,6.604,0.5640000000000001
Karim Aïnouz,7.056,7.62,0.5640000000000001
Kyle Rankin,5.736000000000001,6.3,0.5639999999999992
Lynn Shelton,6.032,6.587999999999999,0.5559999999999992
Nicolas Boukhrief,6.124,6.676,0.5520000000000005
John Gray,5.16,5.712000000000001,0.5520000000000005
Kyle Newacheck,5.448,6.0,0.5519999999999996
Cathy Garcia-Sampana,6.712000000000001,7.263999999999999,0.5519999999999987
Kelley Cauthen,4.3,4.848,0.548
Damien O'Donnell,6.9,7.4479999999999995,0.5479999999999992
Audrey Wells,6.156000000000001,6.7,0.5439999999999996
Robert Benton,5.956,6.5,0.5439999999999996
Kristian Levring,6.156000000000001,6.7,0.5439999999999996
Pawel Pawlikowski,6.96,7.5,0.54
Ross Katz,5.96,6.5,0.54
Martin Koolhoven,6.4639999999999995,7.0,0.5360000000000005
Pat O'Connor,5.9239999999999995,6.46,0.5360000000000005
Pieter Kuijpers,6.388,6.9239999999999995,0.5359999999999996
Rob Diamond,6.207999999999999,6.74,0.5320000000000009
Sara Colangelo,6.268,6.8,0.532
Vadim Jean,4.712,5.244,0.532
Leigh Scott,3.9040000000000004,4.436,0.5319999999999996
João Botelho,5.66,6.191999999999999,0.5319999999999991
John Erick Dowdle,6.172000000000001,6.7,0.5279999999999996
Tomonori Sudô,7.372000000000001,7.9,0.5279999999999996
Yong-hwa Kim,6.572,7.1,0.5279999999999996
Marshall Herskovitz,6.572,7.1,0.5279999999999996
Damián Szifron,7.572,8.1,0.5279999999999996
George Tillman Jr.,6.976,7.5,0.524
Francis Veber,5.356,5.88,0.524
George Miller,6.2,6.724,0.524
Michael Cristofer,5.0760000000000005,5.6,0.5239999999999991
Jonathan Lynn,6.18,6.7,0.5200000000000005
Federico Veiroj,5.584,6.104,0.5200000000000005
Peter Sullivan,4.076,4.596,0.5200000000000005
Rikiya Imaizumi,6.343999999999999,6.864,0.5200000000000005
Colm McCarthy,6.08,6.6,0.5199999999999996
Reginald Hudlin,6.392,6.911999999999999,0.5199999999999987
Ali Abbas Zafar,4.712000000000001,5.228000000000001,0.516
Mike Rohl,4.8919999999999995,5.4,0.5080000000000009
Paul Schrader,6.372000000000001,6.88,0.5079999999999991
Benedikt Erlingsson,6.896,7.4,0.5040000000000004
Tobe Hooper,3.888,4.392,0.5040000000000004
Panos Cosmatos,5.996,6.5,0.5039999999999996
Maria Ripoll,6.196000000000001,6.7,0.5039999999999996
Ralph Fiennes,6.1,6.6,0.5
Stephen Kijak,7.04,7.54,0.5
Kenji Nagasaki,7.3,7.8,0.5
Alain Gsponer,6.492000000000001,6.992000000000001,0.5
Dan Ireland,6.296,6.796,0.5
Rupert Goold,6.3,6.8,0.5
Greg McLean,6.2,6.7,0.5
Nancy Meyers,6.6,7.1,0.5
Cory Finley,6.6,7.1,0.5
Peter Kosminsky,6.6,7.1,0.5
Phyllida Lloyd,6.5,7.0,0.5
Jennifer Kent,6.8,7.3,0.5
Chris Weitz,6.1,6.6,0.5
Will Gluck,6.1,6.6,0.5
Pedro Almodóvar,7.0,7.5,0.5
Mae Czarina Cruz,6.392,6.888000000000001,0.49600000000000044
Thomas Vinterberg,7.207999999999999,7.7,0.4920000000000009
Jaime Rosales,5.896,6.388000000000001,0.4920000000000009
Paddy Breathnach,6.6160000000000005,7.104,0.48799999999999955
Justin Lin,6.5120000000000005,7.0,0.48799999999999955
Melanie Mayron,5.7,6.188,0.48799999999999955
Colin Minihan,5.16,5.644,0.484
Maren Ade,6.816,7.3,0.484
Warren P. Sonoda,4.636,5.1160000000000005,0.4800000000000004
Takahisa Zeze,5.768,6.247999999999999,0.47999999999999954
Alfredo Rodriguez de Villa,5.428,5.9079999999999995,0.47999999999999954
Gérard Corbiau,6.48,6.96,0.47999999999999954
Niall Johnson,5.496,5.972,0.476
Kelly Reichardt,6.624,7.1,0.476
Anca Damian,6.88,7.356,0.476
Mika Kaurismäki,6.064,6.5360000000000005,0.4720000000000004
Tommy O'Haver,6.024,6.496,0.4720000000000004
Sven Unterwaldt Jr.,4.44,4.912,0.47199999999999953
Marielle Heller,6.8,7.263999999999999,0.4639999999999995
Leste Chen,6.104,6.564,0.45999999999999996
Steven C. Miller,4.84,5.3,0.45999999999999996
Jon Amiel,6.14,6.6,0.45999999999999996
Yuan Zhang,6.196000000000001,6.656000000000001,0.45999999999999996
Amos Kollek,5.416,5.876,0.45999999999999996
Davide Ferrario,6.212000000000001,6.672,0.4599999999999991
Fernando E. Solanas,6.9079999999999995,7.364,0.4560000000000004
Daniel Stamm,5.843999999999999,6.3,0.4560000000000004
Rowan Joffe,5.843999999999999,6.3,0.4560000000000004
Tamara Jenkins,6.747999999999999,7.2,0.45200000000000085
Paul Lynch,4.4559999999999995,4.908,0.45200000000000085
Rudolf van den Berg,6.104,6.556,0.45199999999999996
Jan Verheyen,5.544,5.991999999999999,0.4479999999999995
Michael Matthews,6.452000000000001,6.9,0.4479999999999995
Jim Mickle,5.752000000000001,6.2,0.4479999999999995
Paul Mazursky,5.4,5.848,0.4479999999999995
Spike Lee,6.667999999999999,7.111999999999999,0.44399999999999995
Bobcat Goldthwait,5.744,6.188,0.44399999999999995
Jake Scott,6.372000000000001,6.816,0.44399999999999906
Ching-Po Wong,5.872000000000001,6.316,0.44399999999999906
