Director,First Average Rating,Last Average Rating,Career Progression Rating
Aleksi Salmenperä,6.356,6.796,0.4400000000000004
Mitsuo Hashimoto,6.76,7.2,0.4400000000000004
Lee Toland Krieger,6.76,7.2,0.4400000000000004
Lawrence Lanoff,3.872,4.312,0.4400000000000004
Ben Falcone,4.960000000000001,5.4,0.4399999999999995
Peter Bogdanovich,6.504,6.94,0.43600000000000083
Paco Cabezas,5.776,6.212,0.43599999999999994
Ryûsuke Hamaguchi,6.66,7.096,0.43599999999999994
Anders Nilsson,6.38,6.816,0.43599999999999994
Nitesh Tiwari,7.868,8.3,0.4320000000000004
Clea DuVall,6.167999999999999,6.6,0.4320000000000004
Dexter Fletcher,6.867999999999999,7.3,0.4320000000000004
Fred Schepisi,6.095999999999999,6.528,0.4320000000000004
David Lowery,6.268000000000001,6.7,0.4319999999999995
Nicolás López,4.984,5.412000000000001,0.4280000000000008
Willard Carroll,5.556,5.984,0.42799999999999994
Andrew Lau,5.772,6.2,0.42799999999999994
Emmanuel Mouret,6.472,6.9,0.42799999999999994
Alan Roberts,3.6719999999999997,4.1,0.42799999999999994
Tyler Perry,5.476,5.9,0.4240000000000004
Joachim Masannek,4.356,4.78,0.4240000000000004
Andrey Konchalovskiy,6.976,7.4,0.4240000000000004
Patrik Syversen,4.9079999999999995,5.331999999999999,0.4239999999999995
Kôji Wakamatsu,5.9,6.324,0.4239999999999995
Sarah Gavron,6.756,7.18,0.4239999999999995
Lisa Cholodenko,6.5760000000000005,7.0,0.4239999999999995
K.C. Bascombe,4.82,5.244,0.4239999999999995
João Pedro Rodrigues,5.9,6.32,0.41999999999999993
Andy Goddard,5.48,5.9,0.41999999999999993
Marc Forster,6.78,7.2,0.41999999999999993
David Price,4.06,4.476,0.41600000000000037
Jon S. Baird,6.784,7.2,0.41600000000000037
Brett Kelly,1.732,2.1479999999999997,0.4159999999999997
Aleksandr Rogozhkin,6.688000000000001,7.104,0.4159999999999995
Richard Berry,5.656000000000001,6.072,0.4159999999999995
Jean-François Richet,5.888,6.3,0.4119999999999999
Doug Liman,6.4,6.811999999999999,0.41199999999999903
Jonas Elmer,5.712000000000001,6.124,0.41199999999999903
Fabrice du Welz,5.9079999999999995,6.316,0.40800000000000036
Siddharth Anand,6.02,6.428,0.40800000000000036
Peter Masterson,5.4079999999999995,5.816,0.40800000000000036
Eric Barbier,6.372000000000001,6.78,0.4079999999999995
Vincent Perez,6.056,6.4639999999999995,0.4079999999999995
Brandon Camp,5.7,6.108,0.4079999999999995
Richard Hobert,5.62,6.028,0.4079999999999995
Roschdy Zem,6.26,6.664,0.4039999999999999
Stephen Shimek,4.168,4.572,0.4039999999999999
Stuart Gordon,5.976,6.38,0.4039999999999999
Michael Feifer,3.616,4.02,0.40399999999999947
Jan Komasa,6.696000000000001,7.1,0.403999999999999
Isao Takahata,7.6,8.0,0.40000000000000036
David Schwimmer,6.5,6.9,0.40000000000000036
Andrew Davis,6.5,6.9,0.40000000000000036
Jeff Tremaine,6.6,7.0,0.40000000000000036
Robert Eggers,7.0,7.4,0.40000000000000036
Adam Robitel,6.0,6.4,0.40000000000000036
David Fincher,6.4,6.8,0.39999999999999947
Chris Koch,5.2,5.6,0.39999999999999947
Justin Zackham,5.2,5.6,0.39999999999999947
Greta Gerwig,7.4,7.8,0.39999999999999947
Don Mancini,4.9,5.3,0.39999999999999947
Alessandro Genovesi,5.7,6.1,0.39999999999999947
Edward Zwick,6.7,7.1,0.39999999999999947
Damien Leone,5.2,5.6,0.39999999999999947
Christian Sesma,3.556,3.9559999999999995,0.39999999999999947
Mike Cahill,6.9,7.3,0.39999999999999947
Jonathan Kasdan,6.4,6.8,0.39999999999999947
Edward Norton,6.4,6.8,0.39999999999999947
Jung Ji-woo,6.7,7.1,0.39999999999999947
Nobuhiko Ôbayashi,6.4,6.796,0.3959999999999999
Mike Sedan,3.984,4.379999999999999,0.395999999999999
James Erskine,6.704,7.096,0.39200000000000035
Michael Kennedy,4.324000000000001,4.716,0.39199999999999946
John Eyres,4.452,4.84,0.3879999999999999
Paul Andrew Williams,6.516,6.9,0.38400000000000034
Ralph E. Portillo,3.888,4.272,0.38400000000000034
Dick Maas,5.152,5.5360000000000005,0.38400000000000034
Charlie Steeds,3.46,3.844,0.3839999999999999
Chris Fisher,4.5760000000000005,4.96,0.38399999999999945
Chris Menges,6.08,6.4639999999999995,0.38399999999999945
Bart Freundlich,5.916,6.3,0.38399999999999945
Ed Gass-Donnelly,4.736000000000001,5.12,0.38399999999999945
Abderrahmane Sissako,6.716,7.1,0.38399999999999945
Han-min Kim,6.72,7.1,0.3799999999999999
Stephen Gaghan,5.22,5.6,0.3799999999999999
Cybil Richards,4.368,4.748,0.3799999999999999
Guillaume Nicloux,5.832000000000001,6.212,0.379999999999999
John Hamburg,5.824,6.2,0.37600000000000033
John Badham,6.0,6.376,0.37600000000000033
Donovan Marsh,6.224,6.6,0.37599999999999945
Andrew Douglas,6.308000000000001,6.684,0.37599999999999945
Marc Meyers,5.928,6.3,0.3719999999999999
Daniel Monzón,5.644,6.016,0.3719999999999999
Carl Bessai,5.1080000000000005,5.48,0.3719999999999999
April Mullen,4.592,4.960000000000001,0.3680000000000012
Nanouk Leopold,5.524,5.892,0.3680000000000003
Casey Affleck,6.232,6.6,0.36799999999999944
Mark Joffe,6.247999999999999,6.612,0.36400000000000077
Yoon Jong-bin,6.856,7.22,0.3639999999999999
Christopher Menaul,5.86,6.224,0.3639999999999999
Griffin Dunne,6.1,6.46,0.3600000000000003
Predrag Antonijevic,7.212000000000001,7.572,0.35999999999999943
Safy Nebbou,6.44,6.8,0.35999999999999943
Khyentse Norbu,6.94,7.3,0.35999999999999943
Nadav Lapid,5.94,6.3,0.35999999999999943
Christoffer Boe,7.044,7.4,0.35600000000000076
Tae-gyun Kim,5.784,6.14,0.35599999999999987
Dustin Ferguson,2.456,2.812,0.35599999999999987
Michael Engler,7.047999999999999,7.4,0.3520000000000012
Robert Kubilos,4.768,5.12,0.3520000000000003
Richard Shepard,5.848,6.2,0.3520000000000003
Russell Mulcahy,5.0,5.351999999999999,0.3519999999999994
Lisa Azuelos,5.876,6.228,0.3519999999999994
Tom Shadyac,6.9,7.248000000000001,0.34800000000000075
Ben Verbong,5.3,5.648,0.34799999999999986
Paul Gross,6.12,6.468,0.34799999999999986
Bruce McCulloch,5.2,5.547999999999999,0.347999999999999
Ciarán Foy,5.452000000000001,5.8,0.347999999999999
Stephen Low,6.452000000000001,6.8,0.347999999999999
Takashi Yamazaki,6.456,6.803999999999999,0.347999999999999
Joe Lynch,5.44,5.784,0.3439999999999994
Emile Ardolino,5.54,5.8839999999999995,0.3439999999999994
David Giancola,3.3759999999999994,3.716,0.34000000000000075
Tim Story,6.06,6.4,0.34000000000000075
Paul McGuigan,6.36,6.7,0.33999999999999986
Lone Scherfig,6.16,6.5,0.33999999999999986
Jon Favreau,6.46,6.8,0.33999999999999986
Brillante Mendoza,6.208000000000001,6.547999999999999,0.3399999999999981
Stéphane Brizé,6.544,6.88,0.3360000000000003
Jim McBride,5.843999999999999,6.18,0.3360000000000003
Tudor Giurgiu,6.756,7.0920000000000005,0.3360000000000003
Erik Poppe,6.88,7.208000000000001,0.3280000000000012
Luis Prieto,5.572,5.9,0.3280000000000003
Nishikant Kamat,7.207999999999999,7.535999999999999,0.3279999999999994
Jessy Terrero,4.36,4.688,0.3279999999999994
Pantelis Voulgaris,7.303999999999999,7.627999999999999,0.32399999999999984
Mike Binder,6.404,6.728,0.32399999999999984
David Yarovesky,5.776,6.1,0.32399999999999984
Dong-hoon Choi,6.784,7.104,0.3200000000000003
Rick Famuyiwa,6.88,7.2,0.3200000000000003
Ry Russo-Young,5.58,5.9,0.3200000000000003
David Trueba,6.38,6.7,0.3200000000000003
Michel Franco,6.18,6.5,0.3200000000000003
Luke Sparke,4.388,4.7,0.3120000000000003
Aaron Mirtes,3.148,3.4560000000000004,0.3080000000000003
Tatsushi Ômori,6.42,6.728,0.30799999999999983
Craig Moss,4.22,4.528,0.30799999999999983
William Eubank,5.5920000000000005,5.9,0.30799999999999983
Ziad Doueiri,7.292000000000001,7.6,0.30799999999999894
Gene Quintano,5.896,6.2,0.30400000000000027
David Lynch,7.2,7.504,0.3039999999999994
Nick Powell,4.6,4.9,0.3000000000000007
Philippe de Broca,5.6,5.9,0.3000000000000007
Nick Broomfield,6.627999999999999,6.928,0.3000000000000007
Paul Thomas Anderson,7.1,7.4,0.3000000000000007
Kitty Green,6.1,6.4,0.3000000000000007
Clark Johnson,6.1,6.4,0.3000000000000007
Fernando Meirelles,7.3,7.6,0.2999999999999998
Jeff Baena,5.7,6.0,0.2999999999999998
George Nolfi,7.0,7.3,0.2999999999999998
Garth Jennings,6.7,7.0,0.2999999999999998
Andy Muschietti,6.2,6.5,0.2999999999999998
Vaughn Stein,5.3,5.6,0.2999999999999998
Kenneth Lonergan,7.5,7.8,0.2999999999999998
Aaron Sorkin,7.4,7.7,0.2999999999999998
Tom DiCillo,6.684,6.984,0.2999999999999998
Mark Romanek,6.8,7.1,0.2999999999999998
Ute von Münchow-Pohl,5.7,6.0,0.2999999999999998
Michel Gondry,6.4,6.7,0.2999999999999998
Mike Nichols,6.7,7.0,0.2999999999999998
Justin Baldoni,7.2,7.5,0.2999999999999998
Claude Lelouch,6.231999999999999,6.5280000000000005,0.29600000000000115
Eric Lavaine,5.444,5.74,0.29600000000000026
Herbert Ross,6.204,6.5,0.29600000000000026
Alastair Orr,4.416,4.712,0.2959999999999994
Brett Morgen,7.456,7.751999999999999,0.2959999999999985
Eugene Jarecki,7.007999999999999,7.3,0.2920000000000007
Dome Karukoski,6.507999999999999,6.8,0.2920000000000007
Greg Beeman,5.42,5.712,0.2919999999999998
Yi'nan Diao,6.508000000000001,6.8,0.2919999999999989
Aaron Harvey,4.6,4.888,0.28800000000000026
Dolph Lundgren,4.94,5.228,0.28799999999999937
Jonathan English,4.1160000000000005,4.404,0.28799999999999937
Richard Stanley,5.912000000000001,6.2,0.28799999999999937
Lauren Greenfield,7.196000000000001,7.48,0.2839999999999998
Jeff Renfroe,5.696000000000001,5.98,0.2839999999999998
Brian Baugh,6.12,6.4,0.28000000000000025
Samuel Benchetrit,6.287999999999999,6.568,0.28000000000000025
Agnès Varda,7.56,7.84,0.28000000000000025
John Frankenheimer,5.52,5.8,0.28000000000000025
Patrick Lussier,4.9,5.18,0.27999999999999936
Benson Lee,5.56,5.836,0.2760000000000007
Geoffrey Sax,5.5,5.776,0.2759999999999998
Daniel Cohen,5.984,6.26,0.2759999999999998
Jordan Brady,5.548000000000001,5.824,0.2759999999999989
Je-yong Lee,6.704,6.976,0.27200000000000024
Damián Romay,4.368,4.64,0.27199999999999935
Christopher Monger,6.0,6.271999999999999,0.27199999999999935
Catherine Breillat,5.76,6.0280000000000005,0.2680000000000007
Andrew Haigh,6.831999999999999,7.1,0.2680000000000007
Kirby Dick,7.252000000000001,7.52,0.2679999999999989
Nick Hamm,6.136,6.4,0.26400000000000023
Kanti Shah,5.432,5.696000000000001,0.26400000000000023
Pietro Marcello,6.736000000000001,7.0,0.26399999999999935
Daisuke Nishio,6.704,6.9639999999999995,0.2599999999999998
Brian Levant,4.9,5.16,0.2599999999999998
Dennis Gansel,5.972,6.232,0.2599999999999998
David Mackay,6.404,6.66,0.2560000000000002
Gurinder Chadha,6.644,6.9,0.2560000000000002
Ragnar Bragason,6.584,6.84,0.2560000000000002
Tsutomu Mizushima,6.951999999999999,7.207999999999999,0.2560000000000002
Mandie Fletcher,5.624,5.88,0.2560000000000002
William Bindley,5.247999999999999,5.5,0.25200000000000067
Steven Caple Jr.,6.848,7.1,0.2519999999999998
Jannik Hastrup,6.084,6.332000000000001,0.2480000000000011
Denys Arcand,6.596,6.844000000000001,0.2480000000000011
JK Youn,6.356,6.604,0.24800000000000022
Shin'ya Tsukamoto,6.352,6.6,0.24799999999999933
Egor Baranov,5.756,6.0,0.24399999999999977
Chuen-Yee Cha,5.42,5.664,0.24399999999999977
Barry Jenkins,6.856,7.1,0.24399999999999977
János Szász,6.5760000000000005,6.82,0.24399999999999977
John Asher,4.9239999999999995,5.167999999999999,0.24399999999999977
Robert Connolly,6.56,6.8,0.2400000000000002
Josephine Decker,5.86,6.1,0.23999999999999932
Yasuo Furuhata,6.3,6.5360000000000005,0.23600000000000065
Zalman King,3.964,4.2,0.2360000000000002
P. Vasu,5.928,6.164,0.23599999999999977
Guy Maddin,6.644,6.88,0.23599999999999977
Yûya Ishii,6.152,6.388,0.23599999999999977
Petter Næss,6.864,7.1,0.23599999999999977
Lionel Baier,6.14,6.372000000000001,0.2320000000000011
Elia Suleiman,6.768,7.0,0.2320000000000002
Takahiro Miki,6.784,7.016,0.2320000000000002
Stijn Coninx,6.968,7.2,0.2320000000000002
Lucas Lowe,5.5120000000000005,5.744,0.23199999999999932
Bruce Beresford,6.792000000000001,7.024,0.23199999999999932
Steve Rash,5.827999999999999,6.056,0.22800000000000065
François Ozon,6.672,6.9,0.22800000000000065
Farren Blackburn,4.572,4.8,0.22799999999999976
Susan Johnson,6.772,7.0,0.22799999999999976
Claudia Myers,5.872000000000001,6.1,0.22799999999999887
Ben Lewin,6.167999999999999,6.392,0.2240000000000011
Sam Pillsbury,4.3,4.524,0.2240000000000002
Pat Holden,5.22,5.444,0.2240000000000002
Andrew Dominik,7.1,7.32,0.22000000000000064
Julian Gilbey,5.876,6.096,0.21999999999999975
James Isaac,4.4,4.62,0.21999999999999975
Brian Percival,7.28,7.5,0.21999999999999975
Mark Pellington,5.94,6.16,0.21999999999999975
Akan Satayev,5.763999999999999,5.98,0.21600000000000108
Jesús Franco,3.852,4.0680000000000005,0.21600000000000064
Miwa Nishikawa,6.9479999999999995,7.164,0.2160000000000002
Phil Claydon,4.8839999999999995,5.1,0.2160000000000002
Bob Spiers,4.14,4.352,0.21200000000000063
Christine Jeffs,6.587999999999999,6.8,0.21200000000000063
Philippe Le Guay,5.88,6.0920000000000005,0.21200000000000063
Brian Brough,5.468,5.68,0.21199999999999974
Philippe Grandrieux,6.276,6.4879999999999995,0.21199999999999974
Carlos Reygadas,6.508000000000001,6.716,0.2079999999999993
Léa Pool,6.708000000000001,6.916,0.2079999999999993
Katt Shea,5.484,5.688000000000001,0.20400000000000063
Joe Carnahan,6.596,6.8,0.20399999999999974
Neil Armfield,7.14,7.343999999999999,0.20399999999999974
Kazuya Shiraishi,6.124,6.324,0.20000000000000018
McG,5.6,5.8,0.20000000000000018
Marc Lawrence,6.1,6.3,0.20000000000000018
Kevin Rodney Sullivan,5.7,5.9,0.20000000000000018
Rupert Sanders,6.1,6.3,0.20000000000000018
Janez Lapajne,6.6,6.8,0.20000000000000018
Bill Paxton,7.2,7.4,0.20000000000000018
Cary Joji Fukunaga,7.5,7.7,0.20000000000000018
Alex Tsitsilin,5.8,6.0,0.20000000000000018
Dan Mazer,5.7,5.9,0.20000000000000018
Richard Curtis,7.6,7.8,0.20000000000000018
Nicholas McCarthy,5.7,5.9,0.20000000000000018
Arthur Allan Seidelman,5.704,5.904,0.20000000000000018
Kurt Voss,4.808,5.008,0.20000000000000018
Martin McDonagh,7.9,8.1,0.1999999999999993
Elizabeth Allen Rosenbaum,5.4,5.6,0.1999999999999993
Kevin Lima,6.9,7.1,0.1999999999999993
Fouad Mikati,4.9,5.1,0.1999999999999993
Rodrigo García,6.4,6.6,0.1999999999999993
Ronny Yu,6.207999999999999,6.404,0.19600000000000062
Vincent Garenq,6.8839999999999995,7.08,0.19600000000000062
Kenji Kodama,7.24,7.436,0.19599999999999973
Shane Meadows,6.9639999999999995,7.156000000000001,0.19200000000000106
Robert M. Young,6.188,6.38,0.19200000000000017
Julius Avery,6.408,6.6,0.19199999999999928
Tetsuo Yajima,6.208000000000001,6.4,0.19199999999999928
Noboru Iguchi,5.56,5.747999999999999,0.18799999999999972
Sönke Wortmann,6.6,6.784,0.18400000000000016
Mark Waters,6.06,6.244,0.18400000000000016
Michael Corrente,5.9479999999999995,6.132,0.18400000000000016
Fernando González Molina,6.044,6.224,0.1800000000000006
Mitsutoshi Tanaka,6.78,6.96,0.17999999999999972
Sam Liu,6.4,6.58,0.17999999999999972
Debra Granik,6.92,7.1,0.17999999999999972
Kin-Nam Cho,4.824,5.004,0.17999999999999972
Tyler Spindel,5.303999999999999,5.48,0.17600000000000104
Bigas Luna,5.5,5.676,0.17600000000000016
Ken Marino,6.0,6.176,0.17600000000000016
Alexandre O. Philippe,6.944,7.12,0.17600000000000016
Vetrimaaran,8.224,8.4,0.17600000000000016
Chloé Zhao,7.127999999999999,7.3,0.1720000000000006
Alexandre Rockwell,6.4879999999999995,6.66,0.1720000000000006
Guillaume Brac,6.812,6.984,0.1719999999999997
Alejandro Jodorowsky,6.752000000000001,6.9239999999999995,0.17199999999999882
Romain Gavras,6.132,6.3,0.16800000000000015
Michael Mak,5.692,5.86,0.16800000000000015
Márta Mészáros,6.724,6.892,0.16800000000000015
Dave Green,5.732,5.9,0.16800000000000015
Richard Griffin,4.884,5.052,0.16799999999999926
Jûzô Itami,6.96,7.127999999999999,0.16799999999999926
John Glen,4.088,4.255999999999999,0.16799999999999926
Paul Greengrass,6.632000000000001,6.8,0.16799999999999926
Peter Ho-Sun Chan,6.984,7.151999999999999,0.16799999999999926
Dante Lam,5.932,6.096,0.1639999999999997
Alice Winocour,6.136,6.3,0.1639999999999997
Lee Chang-dong,7.336,7.5,0.1639999999999997
Rose Bosch,6.456,6.62,0.1639999999999997
James DeMonaco,5.836,6.0,0.1639999999999997
Brian Smrz,5.64,5.8,0.16000000000000014
Brad Furman,6.34,6.5,0.16000000000000014
Nikolay Lebedev,6.6,6.76,0.16000000000000014
Rick Rosenthal,4.34,4.5,0.16000000000000014
Krzysztof Kieslowski,7.7,7.86,0.16000000000000014
Dean Parisot,5.744,5.9,0.15600000000000058
Craig Zobel,6.444,6.6,0.1559999999999997
Anders Rønnow Klarlund,6.4,6.556,0.1559999999999997
Robert Harmon,5.38,5.535999999999999,0.1559999999999988
Olivier Dahan,5.547999999999999,5.7,0.15200000000000102
Ryan White,7.396,7.547999999999999,0.15199999999999925
Cristina Comencini,5.688000000000001,5.84,0.15199999999999925
Pål Øie,5.86,6.007999999999999,0.1479999999999988
Stefano Sollima,6.952000000000001,7.1,0.1479999999999988
Allison Anders,6.587999999999999,6.732,0.14400000000000102
Toshiya Shinohara,7.192,7.336,0.14400000000000013
Derek Tsang,7.456,7.6,0.14399999999999924
Sydney Pollack,6.26,6.4,0.14000000000000057
Nick Hurran,6.06,6.2,0.14000000000000057
Rod Lurie,6.66,6.8,0.13999999999999968
Ask Hasselbalch,5.2,5.34,0.13999999999999968
Jun Lana,6.176,6.316,0.13999999999999968
Dan Scanlon,7.263999999999999,7.4,0.136000000000001
Shinobu Yaguchi,6.9239999999999995,7.06,0.13600000000000012
John Curran,6.348,6.484,0.13600000000000012
Mick Jackson,6.664,6.8,0.13600000000000012
William Friedkin,5.472,5.608,0.13599999999999923
Werner Herzog,6.64,6.772,0.13200000000000056
Spike Jonze,7.7,7.832000000000001,0.13200000000000056
Sherif Arafa,6.86,6.992000000000001,0.13200000000000056
Dagur Kári,7.268,7.4,0.13200000000000056
Keoni Waxman,4.148,4.28,0.13200000000000056
John Lee Hancock,6.768000000000001,6.9,0.13199999999999967
Åke Sandgren,6.136,6.268,0.13199999999999967
Marius Holst,6.416,6.547999999999999,0.13199999999999878
Stephen Fung,5.667999999999999,5.796,0.128000000000001
Albert Dupontel,6.572,6.7,0.1280000000000001
Michael Lehmann,5.484,5.611999999999999,0.12799999999999923
Min-ho Woo,6.5520000000000005,6.68,0.12799999999999923
Brett Simmons,5.151999999999999,5.276,0.12400000000000055
Nanette Burstein,6.336,6.46,0.12399999999999967
Frédéric Schoendoerffer,5.688000000000001,5.812,0.12399999999999967
David Wnendt,6.376,6.496,0.1200000000000001
Andrew Fleming,6.3,6.42,0.1200000000000001
Jim Wilson,5.984,6.104,0.1200000000000001
Raymond Depardon,7.108,7.228,0.1200000000000001
Darnell Martin,6.736000000000001,6.856,0.11999999999999922
Pema Tseden,6.704,6.82,0.11600000000000055
Barry Avrich,7.004,7.12,0.11600000000000055
Richard Schenkman,5.092,5.207999999999999,0.11599999999999966
Xavier Beauvois,6.408,6.524,0.11599999999999966
Kang Woo-suk,6.44,6.556,0.11599999999999966
Stephen Chbosky,7.788,7.9,0.1120000000000001
Gilles de Maistre,6.388,6.5,0.1120000000000001
Andrea Arnold,6.888,7.0,0.1120000000000001
Philippa Lowthorpe,6.188,6.3,0.1120000000000001
Thom Fitzgerald,6.596,6.707999999999999,0.11199999999999921
Dito Tsintsadze,6.587999999999999,6.696000000000001,0.10800000000000143
Alberto Rodriguez,6.044,6.152,0.10800000000000054
Diego Lerman,6.176,6.284,0.10799999999999965
Hitoshi Matsumoto,6.396,6.504,0.10799999999999965
Kriv Stenders,6.76,6.867999999999999,0.10799999999999965
Marjane Satrapi,6.192,6.3,0.10799999999999965
Louis Malle,7.12,7.228,0.10799999999999965
Mac Alejandre,6.0360000000000005,6.144,0.10799999999999965
André van Heerden,4.708,4.812,0.10400000000000009
Edgar Wright,7.396,7.5,0.10400000000000009
Todd Robinson,6.696000000000001,6.8,0.1039999999999992
Adam McKay,7.1,7.2,0.10000000000000053
Michael Hoffman,6.6,6.7,0.10000000000000053
Sean Ellis,7.1,7.2,0.10000000000000053
David Bruckner,6.3,6.4,0.10000000000000053
Alex Ranarivelo,6.396,6.496,0.10000000000000053
Joe Nussbaum,5.3,5.4,0.10000000000000053
Drew Goddard,7.0,7.1,0.09999999999999964
Hayao Miyazaki,7.7,7.8,0.09999999999999964
Ben Palmer,6.7,6.8,0.09999999999999964
Miguel Gomes,6.684,6.784,0.09999999999999964
Chris Noonan,6.9,7.0,0.09999999999999964
David Slade,7.0,7.1,0.09999999999999964
Andrea Di Stefano,6.5,6.6,0.09999999999999964
Phil Grabsky,7.336,7.436,0.09999999999999964
Todd Field,7.4,7.5,0.09999999999999964
David Michôd,7.2,7.3,0.09999999999999964
Naomi Kawase,6.9,7.0,0.09999999999999964
Jérôme Salle,6.5,6.6,0.09999999999999964
Aisling Walsh,7.5,7.6,0.09999999999999964
Roar Uthaug,6.2,6.3,0.09999999999999964
Tarsem Singh,6.4,6.5,0.09999999999999964
Michael Noer,6.896,6.992000000000001,0.09600000000000097
Yann Arthus-Bertrand,8.484,8.58,0.09600000000000009
John McNaughton,5.824,5.92,0.09600000000000009
Nicolas Bedos,7.308,7.4,0.09200000000000053
Noam Murro,6.108,6.2,0.09200000000000053
Joram Lürsen,6.728,6.82,0.09200000000000053
Mohsen Makhmalbaf,6.856,6.9479999999999995,0.09199999999999964
Iván Noel,6.504,6.5920000000000005,0.08800000000000097
Alexander Nanau,8.012,8.1,0.08799999999999919
Nick Vallelonga,4.58,4.664,0.08399999999999963
Brian Kirk,6.516,6.6,0.08399999999999963
Ki-hyeong Park,5.62,5.704,0.08399999999999963
Olivier Baroux,5.236000000000001,5.32,0.08399999999999963
Bryan Spicer,5.3,5.3839999999999995,0.08399999999999963
Tatsuya Nagamine,7.6160000000000005,7.7,0.08399999999999963
Tosca Musk,6.127999999999999,6.208000000000001,0.08000000000000185
Jean van de Velde,6.624,6.704,0.08000000000000007
Vince Marcello,5.62,5.7,0.08000000000000007
Jonathan Jakubowicz,6.42,6.5,0.08000000000000007
Mark Rosman,4.9,4.98,0.08000000000000007
Stephen Norrington,5.72,5.8,0.08000000000000007
Dominik Moll,7.02,7.1,0.08000000000000007
Paul Weiland,5.72,5.8,0.08000000000000007
Ursula Meier,6.908,6.9879999999999995,0.07999999999999918
Agustí Villaronga,6.692,6.771999999999999,0.07999999999999918
Danny Leiner,5.404,5.48,0.07600000000000051
Gabriele Muccino,6.504,6.58,0.07600000000000051
Peter Billingsley,5.5,5.5760000000000005,0.07600000000000051
Hella Joof,5.756,5.832000000000001,0.07600000000000051
Daniel Calparsoro,5.524,5.6,0.07599999999999962
James Dearden,5.7,5.776,0.07599999999999962
Richard Pearce,6.867999999999999,6.94,0.07200000000000095
John Hay,6.044,6.1160000000000005,0.07200000000000095
Sydney Sibilia,6.928,7.0,0.07200000000000006
Rene Perez,2.8080000000000003,2.88,0.07199999999999962
Diane Kurys,6.047999999999999,6.1160000000000005,0.06800000000000139
Aleksey Fedorchenko,6.648,6.716,0.0680000000000005
David Dobkin,6.4319999999999995,6.5,0.0680000000000005
Pablo Larraín,6.632,6.7,0.0680000000000005
Rob Pallatina,3.7119999999999997,3.776,0.06400000000000006
Cesc Gay,6.732,6.796,0.06400000000000006
Clement Virgo,5.62,5.684,0.06400000000000006
Destin Daniel Cretton,7.5360000000000005,7.6,0.06399999999999917
Volker Schlöndorff,6.0,6.06,0.05999999999999961
Thomas Carter,6.568,6.627999999999999,0.05999999999999961
Bruce La Bruce,5.228,5.287999999999999,0.05999999999999961
Marco Kreuzpaintner,7.24,7.3,0.05999999999999961
Iginio Straffi,5.5,5.56,0.05999999999999961
Kenny Ortega,6.9,6.96,0.05999999999999961
David Blair,5.936,5.992000000000001,0.05600000000000094
Wayne Roberts,6.644,6.7,0.05600000000000005
Hu Guan,6.644,6.7,0.05600000000000005
Karin Albou,6.544,6.6,0.05600000000000005
Hong Sang-soo,6.648,6.704,0.05600000000000005
Andrew C. Erin,5.044,5.096,0.05200000000000049
Claire Simon,6.74,6.792000000000001,0.05200000000000049
Henri Charr,4.816,4.868,0.05200000000000049
Adam Shankman,5.351999999999999,5.4,0.04800000000000093
Lisa France,5.127999999999999,5.176,0.04800000000000093
David Twohy,6.352,6.4,0.04800000000000004
Andrzej Wajda,6.952000000000001,7.0,0.047999999999999154
Steven R. Monroe,4.584,4.628,0.04400000000000048
R.J. Cutler,6.88,6.92,0.040000000000000036
Stephen Gyllenhaal,6.308,6.348,0.040000000000000036
Teddy Chan,6.192,6.232,0.040000000000000036
Tomasz Wasilewski,6.084,6.124,0.040000000000000036
Luis Estrada,7.404,7.44,0.036000000000000476
Ron Howard,6.7,6.736000000000001,0.036000000000000476
Fred Gallo,4.26,4.296,0.036000000000000476
Mike Newell,7.263999999999999,7.3,0.036000000000000476
Asger Leth,6.491999999999999,6.528,0.036000000000000476
Jacques Audiard,6.864,6.9,0.036000000000000476
Jayson Thiessen,6.1,6.136,0.036000000000000476
Jeff Hare,4.856,4.8919999999999995,0.03599999999999959
Kôbun Shizuno,6.656000000000001,6.692,0.03599999999999959
Beeban Kidron,5.8839999999999995,5.916,0.03200000000000092
William Dear,5.8,5.832000000000001,0.03200000000000092
Danny J. Boyle,4.828,4.86,0.03200000000000003
Norman Jewison,6.224,6.256,0.03200000000000003
Woo-Ping Yuen,6.468,6.5,0.03200000000000003
Joseph Ruben,6.3,6.328,0.02800000000000047
Manuel Gómez Pereira,5.86,5.888,0.02799999999999958
Paul Ziller,4.9,4.928,0.02799999999999958
Michael Almereyda,5.072,5.1,0.02799999999999958
Manuel Pradal,5.296,5.32,0.02400000000000002
Anders Thomas Jensen,7.476,7.5,0.02400000000000002
David Wain,6.5,6.524,0.02400000000000002
Alex Wright,4.716,4.74,0.02400000000000002
Alex Kendrick,6.58,6.6,0.019999999999999574
Birger Larsen,5.976,5.992000000000001,0.016000000000000902
Yoshihiro Nakamura,6.263999999999999,6.28,0.016000000000000902
Tomas Villum Jensen,5.664,5.68,0.016000000000000014
Pirjo Honkasalo,6.688,6.704,0.016000000000000014
Brent Huff,4.58,4.596,0.016000000000000014
Soon-rye Yim,7.244,7.26,0.016000000000000014
Richard Gray,5.292000000000001,5.308000000000001,0.016000000000000014
Julia von Heinz,5.9879999999999995,6.0,0.012000000000000455
Brad Anderson,6.4879999999999995,6.5,0.012000000000000455
Eric Gibson,4.364,4.376,0.012000000000000455
